Episode,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
5290.0,75.0,1000.0,571.0,145.0,1000.0,1000.0,282.0,933.0,232.0,280.0
5291.0,110.0,1000.0,1000.0,143.0,1000.0,1000.0,524.0,1000.0,304.0,180.0
5292.0,134.0,1000.0,1000.0,99.0,1000.0,1000.0,337.0,1000.0,268.0,166.0
5293.0,93.0,1000.0,1000.0,60.0,1000.0,1000.0,371.0,1000.0,243.0,789.0
5294.0,103.0,391.0,405.0,160.0,1000.0,1000.0,248.0,1000.0,203.0,297.0
5295.0,72.0,1000.0,1000.0,36.0,1000.0,1000.0,233.0,1000.0,241.0,243.0
5296.0,90.0,1000.0,1000.0,106.0,1000.0,1000.0,866.0,1000.0,223.0,1000.0
5297.0,88.0,1000.0,1000.0,123.0,1000.0,1000.0,440.0,1000.0,244.0,363.0
5298.0,89.0,1000.0,697.0,179.0,1000.0,1000.0,298.0,1000.0,256.0,228.0
5299.0,94.0,1000.0,879.0,134.0,1000.0,1000.0,262.0,1000.0,229.0,481.0
5300.0,91.0,407.0,1000.0,46.0,1000.0,574.0,298.0,1000.0,227.0,489.0
5301.0,52.0,1000.0,1000.0,69.0,1000.0,1000.0,295.0,1000.0,243.0,185.0
5302.0,110.0,383.0,502.0,55.0,1000.0,1000.0,401.0,520.0,233.0,558.0
5303.0,60.0,1000.0,459.0,116.0,1000.0,1000.0,457.0,1000.0,239.0,516.0
5304.0,64.0,1000.0,1000.0,88.0,1000.0,1000.0,298.0,1000.0,354.0,478.0
5305.0,71.0,1000.0,1000.0,61.0,1000.0,1000.0,374.0,1000.0,395.0,1000.0
5306.0,83.0,1000.0,1000.0,72.0,1000.0,1000.0,529.0,1000.0,394.0,308.0
5307.0,85.0,1000.0,1000.0,125.0,1000.0,1000.0,269.0,1000.0,408.0,561.0
5308.0,67.0,608.0,1000.0,90.0,1000.0,1000.0,427.0,370.0,356.0,242.0
5309.0,59.0,1000.0,1000.0,131.0,1000.0,1000.0,351.0,1000.0,284.0,333.0
5310.0,110.0,601.0,1000.0,153.0,1000.0,845.0,302.0,1000.0,325.0,435.0
5311.0,128.0,1000.0,1000.0,175.0,1000.0,1000.0,521.0,603.0,291.0,548.0
5312.0,84.0,1000.0,528.0,136.0,1000.0,1000.0,442.0,555.0,295.0,1000.0
5313.0,129.0,575.0,1000.0,50.0,1000.0,1000.0,232.0,1000.0,361.0,474.0
5314.0,86.0,1000.0,1000.0,53.0,1000.0,1000.0,353.0,1000.0,457.0,547.0
5315.0,137.0,1000.0,635.0,113.0,1000.0,1000.0,310.0,821.0,368.0,658.0
5316.0,85.0,1000.0,1000.0,126.0,1000.0,1000.0,234.0,1000.0,312.0,365.0
5317.0,71.0,1000.0,458.0,63.0,1000.0,1000.0,364.0,892.0,393.0,595.0
5318.0,89.0,1000.0,1000.0,69.0,1000.0,1000.0,274.0,756.0,418.0,464.0
5319.0,123.0,1000.0,1000.0,55.0,1000.0,1000.0,213.0,1000.0,345.0,234.0
5320.0,80.0,1000.0,1000.0,78.0,1000.0,1000.0,301.0,1000.0,484.0,1000.0
5321.0,130.0,1000.0,639.0,43.0,1000.0,1000.0,230.0,1000.0,297.0,209.0
5322.0,122.0,471.0,1000.0,46.0,1000.0,230.0,219.0,598.0,390.0,1000.0
5323.0,95.0,512.0,1000.0,67.0,1000.0,1000.0,166.0,1000.0,495.0,419.0
5324.0,121.0,1000.0,1000.0,99.0,1000.0,1000.0,152.0,347.0,353.0,242.0
5325.0,73.0,751.0,1000.0,249.0,1000.0,1000.0,186.0,512.0,260.0,473.0
5326.0,89.0,1000.0,857.0,170.0,1000.0,690.0,263.0,801.0,475.0,235.0
5327.0,108.0,407.0,1000.0,111.0,1000.0,1000.0,193.0,672.0,376.0,149.0
5328.0,100.0,1000.0,1000.0,57.0,1000.0,1000.0,167.0,1000.0,351.0,343.0
5329.0,148.0,819.0,1000.0,109.0,1000.0,1000.0,275.0,510.0,355.0,286.0
5330.0,74.0,618.0,1000.0,52.0,1000.0,1000.0,194.0,279.0,556.0,199.0
5331.0,73.0,1000.0,1000.0,120.0,904.0,1000.0,137.0,213.0,310.0,308.0
5332.0,97.0,1000.0,810.0,150.0,382.0,1000.0,193.0,1000.0,378.0,140.0
5333.0,110.0,373.0,1000.0,204.0,172.0,1000.0,223.0,1000.0,406.0,157.0
5334.0,99.0,1000.0,1000.0,95.0,202.0,1000.0,149.0,1000.0,419.0,327.0
5335.0,73.0,1000.0,445.0,191.0,855.0,1000.0,163.0,1000.0,475.0,176.0
5336.0,103.0,887.0,562.0,74.0,247.0,219.0,146.0,1000.0,605.0,292.0
5337.0,97.0,1000.0,1000.0,73.0,727.0,1000.0,166.0,1000.0,489.0,182.0
5338.0,121.0,1000.0,1000.0,224.0,296.0,1000.0,182.0,1000.0,687.0,177.0
5339.0,122.0,1000.0,743.0,97.0,486.0,1000.0,135.0,1000.0,308.0,590.0
5340.0,106.0,1000.0,1000.0,214.0,112.0,1000.0,136.0,1000.0,494.0,467.0
5341.0,64.0,1000.0,1000.0,80.0,200.0,1000.0,149.0,919.0,470.0,155.0
5342.0,72.0,402.0,1000.0,61.0,531.0,1000.0,145.0,1000.0,390.0,134.0
5343.0,127.0,1000.0,850.0,119.0,1000.0,227.0,111.0,1000.0,350.0,257.0
5344.0,87.0,1000.0,1000.0,168.0,398.0,1000.0,145.0,1000.0,401.0,205.0
5345.0,59.0,1000.0,1000.0,97.0,1000.0,951.0,150.0,1000.0,374.0,237.0
5346.0,75.0,1000.0,801.0,130.0,962.0,1000.0,151.0,1000.0,415.0,323.0
5347.0,64.0,1000.0,1000.0,108.0,153.0,1000.0,125.0,957.0,256.0,153.0
5348.0,102.0,1000.0,1000.0,116.0,321.0,1000.0,127.0,1000.0,301.0,408.0
5349.0,77.0,903.0,1000.0,151.0,673.0,1000.0,127.0,1000.0,462.0,297.0
5350.0,102.0,1000.0,747.0,91.0,1000.0,1000.0,127.0,1000.0,278.0,272.0
5351.0,103.0,1000.0,1000.0,70.0,805.0,1000.0,110.0,1000.0,383.0,467.0
5352.0,83.0,963.0,1000.0,65.0,1000.0,1000.0,114.0,1000.0,467.0,195.0
5353.0,67.0,1000.0,1000.0,88.0,978.0,1000.0,146.0,1000.0,420.0,205.0
5354.0,76.0,989.0,1000.0,111.0,534.0,1000.0,83.0,1000.0,467.0,227.0
5355.0,99.0,1000.0,1000.0,120.0,543.0,1000.0,144.0,1000.0,302.0,179.0
5356.0,67.0,1000.0,1000.0,143.0,1000.0,1000.0,123.0,477.0,366.0,308.0
5357.0,98.0,1000.0,823.0,180.0,432.0,1000.0,142.0,1000.0,487.0,412.0
5358.0,75.0,361.0,1000.0,183.0,1000.0,1000.0,113.0,1000.0,429.0,322.0
5359.0,98.0,1000.0,1000.0,164.0,444.0,1000.0,124.0,1000.0,327.0,637.0
5360.0,64.0,1000.0,1000.0,138.0,646.0,1000.0,150.0,1000.0,406.0,373.0
5361.0,99.0,1000.0,1000.0,134.0,151.0,1000.0,123.0,1000.0,313.0,196.0
5362.0,74.0,1000.0,707.0,106.0,181.0,1000.0,100.0,1000.0,456.0,194.0
5363.0,95.0,1000.0,1000.0,130.0,82.0,1000.0,132.0,1000.0,572.0,207.0
5364.0,73.0,1000.0,754.0,156.0,153.0,1000.0,121.0,1000.0,486.0,411.0
5365.0,105.0,1000.0,1000.0,135.0,385.0,1000.0,125.0,1000.0,320.0,627.0
5366.0,91.0,1000.0,1000.0,96.0,385.0,1000.0,128.0,409.0,401.0,1000.0
5367.0,62.0,1000.0,1000.0,66.0,164.0,1000.0,134.0,1000.0,637.0,266.0
5368.0,85.0,1000.0,1000.0,47.0,384.0,1000.0,116.0,1000.0,683.0,123.0
5369.0,68.0,1000.0,1000.0,135.0,241.0,1000.0,128.0,1000.0,294.0,1000.0
5370.0,99.0,1000.0,1000.0,128.0,302.0,1000.0,140.0,1000.0,591.0,411.0
5371.0,99.0,1000.0,1000.0,98.0,281.0,1000.0,106.0,1000.0,489.0,809.0
5372.0,84.0,393.0,1000.0,215.0,188.0,1000.0,155.0,1000.0,538.0,1000.0
5373.0,70.0,1000.0,1000.0,71.0,88.0,924.0,137.0,1000.0,612.0,737.0
5374.0,132.0,1000.0,1000.0,152.0,260.0,1000.0,164.0,1000.0,382.0,577.0
5375.0,103.0,1000.0,1000.0,114.0,298.0,1000.0,155.0,1000.0,410.0,922.0
5376.0,83.0,1000.0,1000.0,100.0,237.0,647.0,137.0,1000.0,595.0,194.0
5377.0,89.0,1000.0,1000.0,78.0,226.0,1000.0,151.0,859.0,492.0,761.0
5378.0,88.0,1000.0,443.0,91.0,240.0,1000.0,109.0,1000.0,473.0,277.0
5379.0,74.0,1000.0,1000.0,102.0,143.0,703.0,141.0,1000.0,274.0,1000.0
5380.0,85.0,1000.0,1000.0,68.0,243.0,1000.0,118.0,749.0,318.0,285.0
5381.0,93.0,1000.0,1000.0,150.0,172.0,833.0,175.0,1000.0,210.0,619.0
5382.0,97.0,945.0,1000.0,173.0,286.0,1000.0,176.0,1000.0,224.0,214.0
5383.0,117.0,1000.0,696.0,169.0,189.0,829.0,142.0,1000.0,210.0,511.0
5384.0,103.0,1000.0,1000.0,154.0,199.0,1000.0,208.0,1000.0,229.0,468.0
5385.0,71.0,852.0,579.0,240.0,467.0,1000.0,217.0,1000.0,299.0,469.0
5386.0,61.0,1000.0,1000.0,66.0,255.0,1000.0,222.0,1000.0,278.0,702.0
5387.0,61.0,1000.0,725.0,96.0,277.0,1000.0,154.0,1000.0,209.0,346.0
5388.0,72.0,1000.0,1000.0,70.0,183.0,1000.0,192.0,1000.0,211.0,304.0
5389.0,123.0,542.0,1000.0,147.0,260.0,719.0,135.0,1000.0,218.0,238.0
5390.0,108.0,503.0,1000.0,120.0,316.0,1000.0,242.0,1000.0,208.0,466.0
5391.0,74.0,1000.0,1000.0,121.0,326.0,1000.0,353.0,1000.0,165.0,491.0
5392.0,86.0,833.0,1000.0,55.0,560.0,1000.0,310.0,1000.0,218.0,326.0
5393.0,108.0,1000.0,1000.0,221.0,231.0,782.0,252.0,1000.0,170.0,209.0
5394.0,110.0,1000.0,1000.0,193.0,271.0,1000.0,170.0,1000.0,154.0,367.0
5395.0,64.0,1000.0,579.0,176.0,161.0,1000.0,223.0,1000.0,174.0,696.0
5396.0,113.0,725.0,1000.0,117.0,630.0,1000.0,202.0,1000.0,154.0,529.0
5397.0,66.0,316.0,1000.0,118.0,348.0,1000.0,442.0,1000.0,232.0,170.0
5398.0,63.0,1000.0,1000.0,166.0,251.0,1000.0,228.0,1000.0,210.0,458.0
5399.0,56.0,1000.0,1000.0,208.0,541.0,1000.0,337.0,1000.0,228.0,300.0
5400.0,83.0,1000.0,1000.0,73.0,430.0,1000.0,204.0,1000.0,186.0,417.0
5401.0,79.0,246.0,1000.0,113.0,716.0,1000.0,454.0,1000.0,226.0,416.0
5402.0,69.0,598.0,1000.0,137.0,1000.0,1000.0,352.0,1000.0,235.0,447.0
5403.0,76.0,611.0,1000.0,148.0,1000.0,1000.0,359.0,1000.0,236.0,471.0
5404.0,110.0,531.0,545.0,84.0,1000.0,1000.0,302.0,1000.0,210.0,588.0
5405.0,92.0,1000.0,1000.0,121.0,1000.0,1000.0,301.0,1000.0,221.0,740.0
5406.0,71.0,1000.0,1000.0,43.0,1000.0,701.0,175.0,1000.0,156.0,233.0
5407.0,83.0,406.0,1000.0,68.0,1000.0,1000.0,345.0,1000.0,245.0,434.0
5408.0,91.0,291.0,1000.0,90.0,1000.0,1000.0,191.0,1000.0,278.0,288.0
5409.0,130.0,1000.0,1000.0,74.0,1000.0,1000.0,269.0,1000.0,217.0,240.0
5410.0,118.0,580.0,753.0,85.0,1000.0,1000.0,273.0,986.0,229.0,713.0
5411.0,92.0,250.0,865.0,71.0,1000.0,1000.0,282.0,764.0,240.0,523.0
5412.0,73.0,694.0,1000.0,59.0,1000.0,1000.0,217.0,1000.0,313.0,221.0
5413.0,77.0,225.0,1000.0,108.0,1000.0,1000.0,220.0,1000.0,205.0,392.0
5414.0,63.0,896.0,1000.0,148.0,1000.0,1000.0,152.0,1000.0,228.0,442.0
5415.0,78.0,1000.0,1000.0,113.0,1000.0,1000.0,202.0,1000.0,241.0,445.0
5416.0,87.0,659.0,1000.0,58.0,1000.0,1000.0,246.0,1000.0,215.0,516.0
5417.0,150.0,676.0,382.0,53.0,1000.0,1000.0,224.0,1000.0,206.0,243.0
5418.0,81.0,903.0,1000.0,155.0,1000.0,1000.0,241.0,789.0,242.0,298.0
5419.0,113.0,619.0,1000.0,127.0,1000.0,1000.0,165.0,569.0,313.0,925.0
5420.0,83.0,448.0,1000.0,252.0,1000.0,1000.0,229.0,1000.0,231.0,766.0
5421.0,88.0,962.0,1000.0,144.0,1000.0,1000.0,152.0,279.0,303.0,566.0
5422.0,72.0,1000.0,1000.0,121.0,1000.0,1000.0,166.0,1000.0,268.0,491.0
5423.0,135.0,322.0,1000.0,91.0,1000.0,1000.0,276.0,1000.0,294.0,523.0
5424.0,64.0,1000.0,1000.0,108.0,1000.0,1000.0,125.0,1000.0,233.0,175.0
5425.0,56.0,793.0,1000.0,174.0,1000.0,1000.0,159.0,869.0,236.0,391.0
5426.0,100.0,337.0,1000.0,59.0,1000.0,1000.0,154.0,1000.0,351.0,292.0
5427.0,87.0,1000.0,1000.0,51.0,1000.0,1000.0,132.0,976.0,224.0,757.0
5428.0,60.0,1000.0,1000.0,70.0,1000.0,1000.0,195.0,574.0,300.0,971.0
5429.0,68.0,989.0,1000.0,155.0,1000.0,1000.0,161.0,1000.0,372.0,543.0
5430.0,97.0,873.0,1000.0,153.0,1000.0,1000.0,257.0,1000.0,232.0,733.0
5431.0,83.0,502.0,1000.0,91.0,1000.0,923.0,165.0,1000.0,274.0,1000.0
5432.0,49.0,412.0,1000.0,83.0,1000.0,1000.0,76.0,686.0,376.0,216.0
5433.0,95.0,462.0,1000.0,57.0,1000.0,567.0,194.0,656.0,282.0,622.0
5434.0,118.0,256.0,951.0,127.0,1000.0,1000.0,200.0,1000.0,395.0,384.0
5435.0,84.0,393.0,1000.0,166.0,1000.0,1000.0,220.0,1000.0,329.0,502.0
5436.0,70.0,762.0,1000.0,163.0,1000.0,1000.0,212.0,1000.0,238.0,382.0
5437.0,78.0,1000.0,1000.0,96.0,1000.0,1000.0,150.0,951.0,303.0,213.0
5438.0,111.0,1000.0,757.0,76.0,1000.0,1000.0,163.0,225.0,401.0,551.0
5439.0,60.0,1000.0,1000.0,94.0,1000.0,1000.0,227.0,581.0,311.0,600.0
5440.0,92.0,523.0,1000.0,91.0,1000.0,1000.0,248.0,1000.0,365.0,486.0
5441.0,67.0,443.0,1000.0,167.0,1000.0,1000.0,248.0,1000.0,216.0,536.0
5442.0,106.0,243.0,1000.0,187.0,1000.0,1000.0,163.0,774.0,302.0,490.0
5443.0,108.0,1000.0,1000.0,103.0,1000.0,1000.0,141.0,1000.0,336.0,336.0
5444.0,65.0,622.0,1000.0,195.0,1000.0,1000.0,280.0,1000.0,436.0,805.0
5445.0,82.0,737.0,1000.0,215.0,1000.0,393.0,143.0,1000.0,304.0,300.0
5446.0,67.0,396.0,1000.0,118.0,1000.0,1000.0,172.0,1000.0,297.0,687.0
5447.0,114.0,1000.0,1000.0,76.0,1000.0,1000.0,149.0,766.0,232.0,1000.0
5448.0,72.0,392.0,968.0,172.0,1000.0,1000.0,157.0,1000.0,331.0,1000.0
5449.0,69.0,444.0,1000.0,119.0,1000.0,396.0,258.0,1000.0,399.0,701.0
5450.0,92.0,935.0,1000.0,81.0,1000.0,1000.0,153.0,1000.0,338.0,750.0
5451.0,107.0,810.0,1000.0,95.0,1000.0,1000.0,298.0,1000.0,268.0,1000.0
5452.0,70.0,1000.0,1000.0,56.0,1000.0,1000.0,232.0,1000.0,324.0,274.0
5453.0,103.0,1000.0,1000.0,128.0,1000.0,1000.0,179.0,1000.0,405.0,282.0
5454.0,80.0,435.0,1000.0,51.0,1000.0,1000.0,294.0,496.0,377.0,248.0
5455.0,56.0,883.0,1000.0,132.0,1000.0,670.0,220.0,851.0,391.0,566.0
5456.0,110.0,1000.0,1000.0,155.0,1000.0,1000.0,254.0,1000.0,397.0,359.0
5457.0,95.0,1000.0,1000.0,100.0,1000.0,1000.0,140.0,1000.0,446.0,1000.0
5458.0,83.0,1000.0,1000.0,200.0,1000.0,1000.0,133.0,1000.0,357.0,447.0
5459.0,84.0,1000.0,1000.0,116.0,1000.0,1000.0,193.0,1000.0,476.0,615.0
5460.0,105.0,1000.0,1000.0,99.0,1000.0,1000.0,333.0,1000.0,347.0,812.0
5461.0,72.0,1000.0,1000.0,232.0,1000.0,1000.0,255.0,1000.0,407.0,1000.0
5462.0,117.0,1000.0,1000.0,92.0,1000.0,1000.0,196.0,535.0,463.0,1000.0
5463.0,110.0,1000.0,1000.0,156.0,1000.0,1000.0,257.0,1000.0,328.0,1000.0
5464.0,68.0,788.0,1000.0,112.0,1000.0,1000.0,156.0,1000.0,417.0,658.0
5465.0,79.0,939.0,1000.0,107.0,1000.0,1000.0,250.0,1000.0,290.0,836.0
5466.0,179.0,1000.0,1000.0,142.0,1000.0,1000.0,432.0,517.0,657.0,460.0
5467.0,77.0,495.0,1000.0,64.0,1000.0,1000.0,595.0,1000.0,340.0,644.0
5468.0,116.0,1000.0,552.0,99.0,1000.0,1000.0,312.0,1000.0,235.0,1000.0
5469.0,80.0,775.0,1000.0,129.0,1000.0,1000.0,237.0,1000.0,358.0,325.0
5470.0,112.0,1000.0,1000.0,174.0,1000.0,1000.0,232.0,1000.0,331.0,516.0
5471.0,121.0,1000.0,1000.0,110.0,1000.0,1000.0,188.0,1000.0,451.0,220.0
5472.0,62.0,1000.0,1000.0,106.0,1000.0,1000.0,421.0,1000.0,579.0,1000.0
5473.0,68.0,998.0,1000.0,98.0,1000.0,1000.0,252.0,1000.0,427.0,321.0
5474.0,57.0,1000.0,1000.0,82.0,1000.0,1000.0,214.0,1000.0,316.0,196.0
5475.0,71.0,788.0,1000.0,99.0,1000.0,1000.0,245.0,1000.0,389.0,341.0
5476.0,105.0,769.0,1000.0,66.0,1000.0,1000.0,220.0,1000.0,620.0,463.0
5477.0,100.0,1000.0,1000.0,213.0,1000.0,1000.0,224.0,524.0,311.0,537.0
5478.0,102.0,1000.0,1000.0,120.0,1000.0,1000.0,201.0,1000.0,512.0,1000.0
5479.0,89.0,584.0,1000.0,62.0,1000.0,1000.0,395.0,1000.0,437.0,332.0
5480.0,113.0,210.0,1000.0,97.0,1000.0,1000.0,264.0,976.0,424.0,1000.0
5481.0,70.0,1000.0,1000.0,74.0,1000.0,1000.0,287.0,1000.0,396.0,424.0
5482.0,96.0,1000.0,483.0,109.0,1000.0,1000.0,318.0,330.0,343.0,489.0
5483.0,67.0,1000.0,1000.0,185.0,1000.0,1000.0,387.0,382.0,572.0,828.0
5484.0,84.0,1000.0,1000.0,149.0,1000.0,1000.0,320.0,731.0,506.0,1000.0
5485.0,102.0,1000.0,1000.0,100.0,1000.0,1000.0,351.0,1000.0,315.0,845.0
5486.0,145.0,434.0,1000.0,86.0,1000.0,1000.0,346.0,1000.0,326.0,649.0
5487.0,94.0,1000.0,1000.0,154.0,1000.0,1000.0,260.0,1000.0,236.0,768.0
5488.0,108.0,724.0,1000.0,208.0,1000.0,1000.0,231.0,721.0,402.0,503.0
5489.0,71.0,1000.0,1000.0,187.0,1000.0,1000.0,175.0,437.0,187.0,825.0
5490.0,76.0,1000.0,817.0,141.0,1000.0,1000.0,322.0,1000.0,429.0,1000.0
5491.0,70.0,1000.0,760.0,75.0,1000.0,1000.0,344.0,759.0,350.0,233.0
5492.0,108.0,1000.0,1000.0,91.0,1000.0,1000.0,240.0,640.0,341.0,370.0
5493.0,97.0,1000.0,1000.0,131.0,1000.0,179.0,243.0,789.0,399.0,916.0
5494.0,89.0,824.0,1000.0,123.0,1000.0,1000.0,365.0,1000.0,323.0,431.0
5495.0,94.0,1000.0,1000.0,73.0,1000.0,1000.0,303.0,411.0,387.0,1000.0
5496.0,79.0,397.0,1000.0,128.0,1000.0,1000.0,373.0,1000.0,313.0,446.0
5497.0,97.0,1000.0,1000.0,87.0,1000.0,1000.0,481.0,777.0,509.0,612.0
5498.0,122.0,1000.0,1000.0,229.0,1000.0,1000.0,220.0,809.0,281.0,391.0
5499.0,67.0,1000.0,1000.0,87.0,1000.0,1000.0,345.0,436.0,375.0,863.0
5500.0,96.0,1000.0,1000.0,91.0,1000.0,1000.0,273.0,430.0,405.0,468.0
5501.0,106.0,1000.0,1000.0,140.0,1000.0,1000.0,243.0,1000.0,372.0,511.0
5502.0,156.0,1000.0,1000.0,136.0,1000.0,1000.0,201.0,1000.0,233.0,595.0
5503.0,80.0,1000.0,1000.0,85.0,1000.0,1000.0,314.0,1000.0,307.0,562.0
5504.0,106.0,1000.0,1000.0,50.0,1000.0,1000.0,376.0,451.0,235.0,1000.0
5505.0,58.0,1000.0,366.0,83.0,1000.0,1000.0,251.0,1000.0,288.0,860.0
5506.0,113.0,1000.0,1000.0,158.0,1000.0,1000.0,597.0,1000.0,319.0,623.0
5507.0,99.0,1000.0,1000.0,122.0,1000.0,1000.0,209.0,826.0,448.0,422.0
5508.0,81.0,1000.0,864.0,168.0,1000.0,1000.0,249.0,709.0,296.0,486.0
5509.0,102.0,1000.0,598.0,120.0,1000.0,1000.0,265.0,799.0,391.0,331.0
5510.0,117.0,997.0,1000.0,197.0,1000.0,1000.0,368.0,1000.0,383.0,420.0
5511.0,106.0,1000.0,632.0,175.0,1000.0,1000.0,328.0,1000.0,301.0,329.0
5512.0,93.0,1000.0,1000.0,95.0,1000.0,1000.0,163.0,1000.0,337.0,521.0
5513.0,70.0,926.0,643.0,136.0,1000.0,1000.0,268.0,521.0,287.0,670.0
5514.0,73.0,967.0,1000.0,97.0,1000.0,1000.0,219.0,1000.0,388.0,418.0
5515.0,106.0,1000.0,1000.0,282.0,1000.0,1000.0,190.0,387.0,400.0,516.0
5516.0,152.0,1000.0,1000.0,130.0,1000.0,1000.0,375.0,413.0,490.0,963.0
5517.0,115.0,960.0,1000.0,64.0,1000.0,1000.0,177.0,1000.0,561.0,335.0
5518.0,93.0,1000.0,667.0,153.0,1000.0,1000.0,282.0,610.0,254.0,514.0
5519.0,70.0,1000.0,1000.0,74.0,1000.0,1000.0,308.0,1000.0,257.0,488.0
5520.0,59.0,1000.0,253.0,82.0,1000.0,1000.0,459.0,1000.0,327.0,1000.0
5521.0,69.0,1000.0,1000.0,259.0,1000.0,1000.0,250.0,725.0,508.0,882.0
5522.0,58.0,1000.0,601.0,140.0,1000.0,1000.0,392.0,893.0,375.0,721.0
5523.0,72.0,1000.0,381.0,127.0,1000.0,1000.0,273.0,735.0,453.0,1000.0
5524.0,91.0,603.0,1000.0,209.0,1000.0,1000.0,342.0,1000.0,375.0,262.0
5525.0,59.0,1000.0,541.0,200.0,1000.0,1000.0,249.0,611.0,389.0,546.0
5526.0,71.0,537.0,1000.0,53.0,1000.0,1000.0,236.0,1000.0,276.0,452.0
5527.0,75.0,1000.0,1000.0,122.0,1000.0,1000.0,379.0,1000.0,238.0,484.0
5528.0,52.0,1000.0,329.0,60.0,1000.0,792.0,281.0,1000.0,335.0,909.0
5529.0,75.0,1000.0,1000.0,56.0,1000.0,1000.0,238.0,353.0,453.0,1000.0
5530.0,85.0,1000.0,1000.0,74.0,1000.0,1000.0,213.0,245.0,309.0,773.0
5531.0,51.0,1000.0,711.0,121.0,1000.0,1000.0,299.0,1000.0,304.0,1000.0
5532.0,68.0,1000.0,592.0,223.0,1000.0,1000.0,189.0,1000.0,467.0,1000.0
5533.0,75.0,1000.0,1000.0,108.0,1000.0,1000.0,289.0,847.0,467.0,686.0
5534.0,69.0,1000.0,701.0,125.0,1000.0,1000.0,291.0,1000.0,455.0,786.0
5535.0,72.0,1000.0,297.0,197.0,1000.0,1000.0,208.0,1000.0,640.0,717.0
5536.0,61.0,1000.0,478.0,151.0,1000.0,1000.0,299.0,1000.0,390.0,322.0
5537.0,82.0,1000.0,1000.0,206.0,1000.0,1000.0,327.0,1000.0,357.0,1000.0
5538.0,103.0,776.0,860.0,130.0,1000.0,1000.0,305.0,1000.0,298.0,1000.0
5539.0,49.0,862.0,625.0,94.0,1000.0,1000.0,200.0,1000.0,270.0,533.0
5540.0,83.0,1000.0,1000.0,62.0,1000.0,195.0,520.0,434.0,434.0,1000.0
5541.0,70.0,435.0,1000.0,67.0,1000.0,1000.0,293.0,1000.0,436.0,420.0
5542.0,50.0,700.0,675.0,192.0,1000.0,1000.0,405.0,581.0,407.0,1000.0
5543.0,84.0,1000.0,1000.0,78.0,1000.0,1000.0,288.0,1000.0,324.0,128.0
5544.0,72.0,441.0,415.0,114.0,1000.0,1000.0,377.0,1000.0,347.0,1000.0
5545.0,65.0,414.0,1000.0,154.0,1000.0,1000.0,501.0,1000.0,275.0,629.0
5546.0,58.0,770.0,563.0,149.0,1000.0,1000.0,248.0,1000.0,344.0,378.0
5547.0,67.0,754.0,1000.0,129.0,1000.0,1000.0,361.0,1000.0,359.0,852.0
5548.0,70.0,355.0,1000.0,69.0,948.0,1000.0,326.0,1000.0,451.0,514.0
5549.0,69.0,785.0,703.0,70.0,1000.0,1000.0,201.0,1000.0,475.0,346.0
5550.0,62.0,1000.0,489.0,141.0,1000.0,1000.0,283.0,1000.0,307.0,1000.0
5551.0,69.0,805.0,653.0,121.0,1000.0,1000.0,197.0,1000.0,258.0,377.0
5552.0,107.0,680.0,1000.0,46.0,1000.0,1000.0,392.0,1000.0,333.0,1000.0
5553.0,59.0,287.0,1000.0,60.0,1000.0,1000.0,268.0,1000.0,340.0,275.0
5554.0,58.0,644.0,595.0,66.0,1000.0,1000.0,325.0,1000.0,424.0,821.0
5555.0,72.0,493.0,837.0,146.0,1000.0,1000.0,546.0,1000.0,542.0,554.0
5556.0,77.0,1000.0,1000.0,157.0,1000.0,1000.0,423.0,1000.0,387.0,572.0
5557.0,56.0,288.0,1000.0,171.0,1000.0,490.0,333.0,366.0,409.0,616.0
5558.0,66.0,949.0,757.0,131.0,356.0,1000.0,300.0,565.0,467.0,174.0
5559.0,56.0,554.0,1000.0,130.0,1000.0,1000.0,373.0,1000.0,376.0,815.0
5560.0,63.0,368.0,363.0,147.0,774.0,1000.0,350.0,1000.0,377.0,418.0
5561.0,53.0,522.0,1000.0,56.0,1000.0,1000.0,254.0,801.0,360.0,407.0
5562.0,69.0,1000.0,1000.0,86.0,1000.0,1000.0,387.0,1000.0,420.0,639.0
5563.0,53.0,807.0,1000.0,146.0,665.0,1000.0,231.0,1000.0,665.0,1000.0
5564.0,50.0,635.0,1000.0,142.0,924.0,1000.0,266.0,709.0,272.0,837.0
5565.0,50.0,650.0,476.0,120.0,359.0,1000.0,177.0,1000.0,281.0,350.0
5566.0,59.0,720.0,912.0,86.0,619.0,1000.0,267.0,180.0,316.0,651.0
5567.0,59.0,662.0,1000.0,107.0,1000.0,1000.0,271.0,767.0,376.0,1000.0
5568.0,58.0,459.0,1000.0,128.0,604.0,1000.0,181.0,1000.0,358.0,317.0
5569.0,69.0,687.0,1000.0,66.0,1000.0,1000.0,378.0,1000.0,458.0,692.0
5570.0,62.0,1000.0,1000.0,76.0,1000.0,1000.0,281.0,1000.0,581.0,218.0
5571.0,59.0,480.0,819.0,63.0,604.0,1000.0,149.0,1000.0,336.0,1000.0
5572.0,61.0,1000.0,1000.0,111.0,1000.0,1000.0,242.0,669.0,328.0,234.0
5573.0,50.0,1000.0,1000.0,184.0,1000.0,1000.0,244.0,560.0,312.0,393.0
5574.0,83.0,618.0,1000.0,59.0,1000.0,1000.0,219.0,1000.0,234.0,384.0
