Episode,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
999.0,9.0,26.0,67.0,51.0,71.0,165.0,22.0,16.0,61.0,29.0
1000.0,12.0,23.0,63.0,21.0,48.0,159.0,47.0,33.0,56.0,7.0
1001.0,16.0,26.0,119.0,21.0,38.0,121.0,62.0,14.0,53.0,23.0
1002.0,14.0,6.0,45.0,13.0,23.0,181.0,53.0,27.0,64.0,15.0
1003.0,14.0,8.0,55.0,14.0,41.0,162.0,73.0,27.0,57.0,12.0
1004.0,48.0,10.0,24.0,19.0,73.0,177.0,64.0,21.0,54.0,28.0
1005.0,24.0,10.0,75.0,8.0,106.0,91.0,29.0,32.0,55.0,6.0
1006.0,16.0,16.0,63.0,13.0,118.0,183.0,21.0,37.0,51.0,19.0
1007.0,25.0,26.0,140.0,28.0,32.0,153.0,81.0,29.0,76.0,9.0
1008.0,21.0,18.0,50.0,5.0,67.0,204.0,20.0,27.0,52.0,54.0
1009.0,12.0,11.0,62.0,5.0,27.0,72.0,19.0,47.0,58.0,9.0
1010.0,12.0,15.0,41.0,7.0,140.0,210.0,45.0,26.0,55.0,7.0
1011.0,7.0,14.0,47.0,13.0,34.0,143.0,32.0,57.0,69.0,11.0
1012.0,15.0,30.0,135.0,14.0,58.0,243.0,40.0,25.0,59.0,17.0
1013.0,21.0,18.0,85.0,11.0,53.0,232.0,60.0,24.0,120.0,23.0
1014.0,20.0,30.0,44.0,16.0,62.0,110.0,21.0,42.0,80.0,10.0
1015.0,8.0,10.0,111.0,15.0,75.0,53.0,27.0,13.0,68.0,23.0
1016.0,20.0,19.0,75.0,24.0,51.0,174.0,28.0,23.0,56.0,13.0
1017.0,13.0,25.0,46.0,22.0,68.0,289.0,13.0,25.0,56.0,46.0
1018.0,20.0,11.0,117.0,12.0,44.0,69.0,55.0,45.0,75.0,27.0
1019.0,13.0,23.0,92.0,12.0,158.0,175.0,19.0,20.0,52.0,25.0
1020.0,13.0,18.0,79.0,21.0,78.0,195.0,49.0,19.0,84.0,27.0
1021.0,13.0,14.0,118.0,36.0,95.0,89.0,68.0,23.0,89.0,5.0
1022.0,22.0,16.0,118.0,19.0,42.0,180.0,87.0,20.0,92.0,17.0
1023.0,22.0,10.0,85.0,32.0,60.0,72.0,78.0,51.0,132.0,8.0
1024.0,36.0,21.0,142.0,25.0,73.0,62.0,41.0,38.0,138.0,26.0
1025.0,16.0,11.0,93.0,7.0,53.0,109.0,43.0,41.0,89.0,7.0
1026.0,12.0,21.0,49.0,7.0,107.0,230.0,54.0,31.0,64.0,29.0
1027.0,7.0,14.0,75.0,22.0,51.0,156.0,13.0,22.0,124.0,34.0
1028.0,13.0,9.0,62.0,63.0,82.0,61.0,33.0,19.0,57.0,16.0
1029.0,15.0,21.0,55.0,32.0,42.0,66.0,48.0,63.0,196.0,64.0
1030.0,33.0,39.0,90.0,11.0,134.0,136.0,72.0,22.0,61.0,11.0
1031.0,14.0,41.0,94.0,33.0,83.0,92.0,64.0,44.0,66.0,6.0
1032.0,15.0,24.0,82.0,10.0,124.0,520.0,15.0,37.0,138.0,20.0
1033.0,23.0,33.0,106.0,17.0,63.0,165.0,24.0,18.0,135.0,28.0
1034.0,22.0,6.0,130.0,26.0,43.0,143.0,76.0,36.0,63.0,20.0
1035.0,9.0,29.0,85.0,29.0,84.0,88.0,43.0,31.0,144.0,35.0
1036.0,11.0,8.0,109.0,22.0,45.0,185.0,83.0,25.0,125.0,17.0
1037.0,12.0,33.0,161.0,29.0,58.0,150.0,37.0,54.0,55.0,20.0
1038.0,21.0,18.0,56.0,7.0,56.0,182.0,35.0,22.0,75.0,8.0
1039.0,18.0,15.0,87.0,17.0,45.0,75.0,26.0,44.0,65.0,8.0
1040.0,28.0,7.0,108.0,37.0,119.0,245.0,46.0,35.0,64.0,41.0
1041.0,11.0,10.0,47.0,20.0,56.0,164.0,63.0,62.0,49.0,12.0
1042.0,9.0,10.0,126.0,14.0,100.0,163.0,109.0,39.0,56.0,9.0
1043.0,20.0,16.0,52.0,7.0,48.0,191.0,52.0,24.0,137.0,13.0
1044.0,10.0,22.0,83.0,21.0,81.0,171.0,95.0,28.0,100.0,29.0
1045.0,9.0,15.0,57.0,31.0,53.0,58.0,77.0,36.0,143.0,23.0
1046.0,10.0,6.0,64.0,19.0,47.0,165.0,109.0,29.0,62.0,19.0
1047.0,20.0,17.0,74.0,20.0,123.0,139.0,58.0,9.0,133.0,20.0
1048.0,14.0,22.0,53.0,7.0,184.0,149.0,51.0,34.0,94.0,13.0
1049.0,13.0,23.0,127.0,11.0,92.0,162.0,91.0,45.0,100.0,6.0
1050.0,5.0,13.0,116.0,12.0,48.0,125.0,48.0,50.0,96.0,10.0
1051.0,31.0,27.0,114.0,6.0,53.0,146.0,63.0,58.0,164.0,13.0
1052.0,15.0,18.0,88.0,31.0,93.0,238.0,41.0,37.0,176.0,11.0
1053.0,19.0,16.0,78.0,8.0,127.0,217.0,46.0,45.0,88.0,18.0
1054.0,52.0,24.0,79.0,15.0,40.0,208.0,61.0,29.0,109.0,24.0
1055.0,12.0,26.0,43.0,7.0,137.0,100.0,66.0,24.0,128.0,31.0
1056.0,23.0,6.0,83.0,14.0,61.0,173.0,43.0,35.0,71.0,15.0
1057.0,17.0,30.0,96.0,11.0,72.0,124.0,52.0,19.0,246.0,19.0
1058.0,20.0,20.0,125.0,9.0,119.0,203.0,26.0,54.0,118.0,7.0
1059.0,34.0,18.0,143.0,22.0,47.0,79.0,47.0,35.0,109.0,25.0
1060.0,12.0,17.0,59.0,49.0,107.0,297.0,37.0,21.0,110.0,7.0
1061.0,21.0,10.0,106.0,38.0,43.0,140.0,84.0,27.0,323.0,17.0
1062.0,38.0,6.0,97.0,15.0,73.0,368.0,120.0,23.0,125.0,41.0
1063.0,22.0,22.0,100.0,13.0,129.0,214.0,20.0,30.0,110.0,27.0
1064.0,26.0,38.0,66.0,18.0,124.0,259.0,47.0,45.0,115.0,46.0
1065.0,10.0,9.0,176.0,47.0,45.0,80.0,41.0,38.0,99.0,23.0
1066.0,23.0,6.0,65.0,64.0,46.0,188.0,68.0,45.0,213.0,9.0
1067.0,13.0,17.0,154.0,8.0,116.0,199.0,57.0,33.0,163.0,39.0
1068.0,14.0,15.0,67.0,10.0,146.0,263.0,44.0,37.0,149.0,29.0
1069.0,12.0,12.0,70.0,12.0,46.0,325.0,19.0,18.0,243.0,8.0
1070.0,19.0,7.0,74.0,32.0,85.0,139.0,132.0,39.0,123.0,6.0
1071.0,11.0,10.0,92.0,13.0,50.0,110.0,13.0,55.0,115.0,20.0
1072.0,9.0,22.0,48.0,8.0,91.0,151.0,68.0,26.0,86.0,10.0
1073.0,24.0,13.0,136.0,18.0,76.0,138.0,56.0,90.0,166.0,6.0
1074.0,16.0,57.0,106.0,11.0,82.0,128.0,49.0,40.0,104.0,44.0
1075.0,20.0,16.0,58.0,26.0,43.0,141.0,26.0,54.0,128.0,19.0
1076.0,18.0,9.0,129.0,15.0,41.0,186.0,29.0,44.0,183.0,14.0
1077.0,24.0,27.0,76.0,13.0,68.0,165.0,64.0,25.0,132.0,10.0
1078.0,22.0,12.0,139.0,16.0,25.0,333.0,37.0,23.0,111.0,41.0
1079.0,29.0,11.0,105.0,12.0,54.0,98.0,36.0,33.0,80.0,41.0
1080.0,19.0,24.0,91.0,20.0,121.0,198.0,21.0,30.0,165.0,31.0
1081.0,8.0,19.0,110.0,11.0,69.0,90.0,57.0,20.0,125.0,19.0
1082.0,19.0,12.0,111.0,21.0,91.0,168.0,43.0,64.0,85.0,22.0
1083.0,16.0,10.0,58.0,22.0,57.0,133.0,28.0,48.0,98.0,27.0
1084.0,9.0,25.0,161.0,11.0,73.0,65.0,57.0,81.0,62.0,9.0
1085.0,18.0,5.0,79.0,21.0,141.0,418.0,111.0,45.0,156.0,8.0
1086.0,9.0,18.0,120.0,18.0,71.0,312.0,45.0,16.0,95.0,39.0
1087.0,34.0,16.0,89.0,11.0,19.0,110.0,78.0,49.0,55.0,12.0
1088.0,20.0,22.0,58.0,6.0,65.0,115.0,48.0,27.0,95.0,5.0
1089.0,7.0,10.0,54.0,13.0,75.0,61.0,57.0,55.0,146.0,20.0
1090.0,18.0,18.0,161.0,28.0,84.0,117.0,39.0,13.0,116.0,10.0
1091.0,17.0,22.0,54.0,10.0,78.0,367.0,63.0,29.0,58.0,32.0
1092.0,20.0,14.0,109.0,9.0,139.0,68.0,58.0,84.0,62.0,19.0
1093.0,15.0,21.0,50.0,18.0,44.0,82.0,98.0,19.0,105.0,37.0
1094.0,6.0,7.0,99.0,21.0,44.0,168.0,42.0,52.0,87.0,12.0
1095.0,12.0,41.0,58.0,6.0,118.0,140.0,81.0,30.0,52.0,85.0
1096.0,13.0,18.0,85.0,34.0,60.0,84.0,97.0,52.0,82.0,8.0
1097.0,12.0,8.0,77.0,10.0,119.0,208.0,42.0,27.0,128.0,7.0
1098.0,24.0,43.0,166.0,21.0,59.0,191.0,134.0,18.0,121.0,14.0
1099.0,21.0,47.0,53.0,11.0,44.0,111.0,117.0,18.0,105.0,15.0
1100.0,19.0,9.0,52.0,6.0,66.0,144.0,83.0,28.0,67.0,30.0
1101.0,9.0,32.0,77.0,13.0,65.0,169.0,52.0,33.0,79.0,26.0
1102.0,13.0,8.0,56.0,17.0,37.0,51.0,62.0,15.0,42.0,32.0
1103.0,20.0,17.0,143.0,20.0,52.0,91.0,29.0,64.0,56.0,6.0
1104.0,16.0,17.0,72.0,18.0,47.0,115.0,43.0,17.0,84.0,14.0
1105.0,28.0,31.0,117.0,25.0,70.0,118.0,45.0,17.0,118.0,29.0
1106.0,10.0,21.0,97.0,8.0,70.0,292.0,51.0,28.0,118.0,17.0
1107.0,15.0,17.0,122.0,17.0,143.0,119.0,25.0,30.0,54.0,23.0
1108.0,32.0,19.0,99.0,45.0,65.0,148.0,63.0,23.0,57.0,9.0
1109.0,13.0,11.0,47.0,12.0,32.0,153.0,44.0,49.0,57.0,24.0
1110.0,22.0,22.0,117.0,16.0,44.0,65.0,25.0,43.0,63.0,13.0
1111.0,16.0,23.0,90.0,42.0,47.0,79.0,63.0,79.0,110.0,26.0
1112.0,27.0,19.0,152.0,17.0,69.0,89.0,47.0,25.0,124.0,27.0
1113.0,15.0,4.0,123.0,19.0,71.0,177.0,93.0,65.0,66.0,21.0
1114.0,11.0,40.0,64.0,25.0,123.0,85.0,39.0,24.0,104.0,9.0
1115.0,45.0,14.0,115.0,43.0,53.0,136.0,92.0,33.0,86.0,33.0
1116.0,17.0,17.0,61.0,9.0,57.0,151.0,58.0,18.0,66.0,39.0
1117.0,12.0,12.0,82.0,8.0,111.0,159.0,85.0,29.0,127.0,61.0
1118.0,21.0,14.0,63.0,14.0,123.0,79.0,82.0,40.0,104.0,30.0
1119.0,14.0,18.0,62.0,14.0,108.0,118.0,71.0,50.0,67.0,9.0
1120.0,14.0,30.0,90.0,23.0,81.0,166.0,103.0,21.0,65.0,12.0
1121.0,17.0,19.0,254.0,17.0,63.0,141.0,88.0,25.0,76.0,8.0
1122.0,14.0,7.0,84.0,11.0,64.0,219.0,47.0,25.0,91.0,22.0
1123.0,13.0,16.0,53.0,22.0,106.0,169.0,80.0,14.0,146.0,12.0
1124.0,73.0,9.0,99.0,46.0,48.0,167.0,36.0,35.0,100.0,16.0
1125.0,37.0,21.0,58.0,32.0,76.0,160.0,110.0,39.0,142.0,37.0
1126.0,16.0,24.0,126.0,7.0,61.0,181.0,111.0,22.0,50.0,29.0
1127.0,36.0,19.0,102.0,40.0,108.0,94.0,54.0,30.0,84.0,13.0
1128.0,22.0,10.0,151.0,9.0,45.0,132.0,45.0,46.0,183.0,31.0
1129.0,15.0,12.0,104.0,6.0,117.0,199.0,76.0,29.0,95.0,22.0
1130.0,12.0,8.0,116.0,9.0,109.0,226.0,24.0,24.0,130.0,7.0
1131.0,19.0,7.0,86.0,24.0,65.0,194.0,55.0,15.0,136.0,5.0
1132.0,22.0,7.0,75.0,27.0,72.0,302.0,91.0,31.0,158.0,21.0
1133.0,23.0,26.0,138.0,30.0,77.0,247.0,41.0,31.0,79.0,11.0
1134.0,18.0,7.0,107.0,25.0,126.0,165.0,45.0,32.0,141.0,18.0
1135.0,19.0,20.0,302.0,11.0,50.0,203.0,48.0,29.0,108.0,15.0
1136.0,29.0,7.0,71.0,7.0,116.0,94.0,59.0,18.0,148.0,24.0
1137.0,10.0,25.0,156.0,20.0,79.0,141.0,39.0,72.0,187.0,41.0
1138.0,13.0,22.0,108.0,13.0,49.0,71.0,120.0,21.0,140.0,40.0
1139.0,10.0,7.0,194.0,29.0,91.0,272.0,109.0,29.0,186.0,28.0
1140.0,31.0,22.0,59.0,18.0,44.0,152.0,47.0,20.0,138.0,52.0
1141.0,9.0,25.0,104.0,8.0,123.0,148.0,54.0,47.0,119.0,20.0
1142.0,15.0,22.0,94.0,12.0,20.0,331.0,47.0,69.0,146.0,28.0
1143.0,12.0,10.0,46.0,19.0,172.0,328.0,107.0,73.0,115.0,11.0
1144.0,18.0,16.0,106.0,65.0,131.0,136.0,64.0,53.0,109.0,65.0
1145.0,22.0,12.0,54.0,14.0,97.0,52.0,61.0,23.0,100.0,13.0
1146.0,26.0,23.0,52.0,15.0,74.0,258.0,32.0,20.0,81.0,16.0
1147.0,15.0,19.0,134.0,9.0,99.0,105.0,40.0,17.0,83.0,16.0
1148.0,33.0,12.0,42.0,13.0,48.0,217.0,51.0,44.0,73.0,13.0
1149.0,15.0,26.0,73.0,12.0,53.0,147.0,71.0,27.0,67.0,41.0
1150.0,15.0,17.0,250.0,10.0,79.0,261.0,50.0,25.0,148.0,17.0
1151.0,27.0,46.0,95.0,6.0,76.0,115.0,85.0,29.0,62.0,9.0
1152.0,15.0,26.0,109.0,27.0,166.0,147.0,66.0,15.0,96.0,22.0
1153.0,23.0,13.0,87.0,12.0,71.0,124.0,73.0,41.0,71.0,12.0
1154.0,15.0,24.0,56.0,57.0,70.0,146.0,74.0,45.0,117.0,17.0
1155.0,13.0,17.0,166.0,12.0,118.0,187.0,79.0,41.0,88.0,25.0
1156.0,12.0,14.0,80.0,33.0,109.0,172.0,32.0,19.0,121.0,8.0
1157.0,16.0,10.0,53.0,11.0,94.0,240.0,39.0,44.0,71.0,13.0
1158.0,36.0,22.0,118.0,18.0,245.0,82.0,169.0,33.0,165.0,13.0
1159.0,12.0,58.0,57.0,27.0,84.0,112.0,66.0,44.0,89.0,4.0
1160.0,13.0,11.0,92.0,34.0,112.0,264.0,71.0,74.0,121.0,24.0
1161.0,14.0,8.0,78.0,12.0,68.0,69.0,40.0,17.0,110.0,10.0
1162.0,11.0,27.0,68.0,7.0,70.0,198.0,99.0,49.0,176.0,11.0
1163.0,12.0,17.0,91.0,30.0,107.0,113.0,104.0,16.0,286.0,35.0
1164.0,22.0,6.0,71.0,17.0,81.0,72.0,65.0,32.0,97.0,13.0
1165.0,10.0,14.0,62.0,5.0,59.0,159.0,30.0,16.0,220.0,15.0
1166.0,11.0,16.0,57.0,9.0,60.0,303.0,93.0,64.0,72.0,15.0
1167.0,16.0,16.0,116.0,9.0,51.0,54.0,44.0,41.0,140.0,12.0
1168.0,18.0,30.0,42.0,13.0,142.0,159.0,111.0,18.0,153.0,12.0
1169.0,17.0,19.0,113.0,35.0,207.0,66.0,70.0,41.0,155.0,24.0
1170.0,17.0,14.0,95.0,11.0,133.0,138.0,90.0,20.0,168.0,36.0
1171.0,23.0,18.0,87.0,16.0,65.0,126.0,92.0,42.0,157.0,14.0
1172.0,38.0,27.0,64.0,7.0,125.0,202.0,98.0,20.0,124.0,19.0
1173.0,9.0,16.0,46.0,23.0,56.0,66.0,77.0,43.0,211.0,16.0
1174.0,18.0,22.0,91.0,20.0,232.0,252.0,127.0,50.0,144.0,15.0
1175.0,9.0,26.0,104.0,22.0,57.0,368.0,59.0,31.0,240.0,35.0
1176.0,14.0,30.0,63.0,6.0,53.0,129.0,114.0,24.0,97.0,14.0
1177.0,12.0,12.0,144.0,14.0,108.0,325.0,57.0,28.0,129.0,12.0
1178.0,39.0,22.0,84.0,7.0,56.0,270.0,60.0,22.0,162.0,27.0
1179.0,16.0,36.0,87.0,10.0,178.0,121.0,47.0,56.0,78.0,44.0
1180.0,13.0,12.0,173.0,17.0,116.0,130.0,70.0,37.0,291.0,19.0
1181.0,14.0,10.0,51.0,13.0,46.0,89.0,52.0,32.0,132.0,47.0
1182.0,37.0,10.0,55.0,13.0,72.0,134.0,55.0,21.0,138.0,13.0
1183.0,18.0,16.0,150.0,14.0,133.0,198.0,57.0,69.0,103.0,23.0
1184.0,16.0,23.0,102.0,12.0,47.0,164.0,57.0,38.0,156.0,32.0
1185.0,14.0,51.0,186.0,25.0,230.0,173.0,120.0,29.0,140.0,8.0
1186.0,10.0,23.0,112.0,21.0,119.0,135.0,57.0,18.0,151.0,10.0
1187.0,39.0,29.0,139.0,13.0,59.0,206.0,56.0,59.0,125.0,22.0
1188.0,26.0,20.0,93.0,10.0,62.0,126.0,48.0,15.0,128.0,15.0
1189.0,19.0,14.0,130.0,11.0,164.0,93.0,74.0,35.0,139.0,16.0
1190.0,13.0,35.0,155.0,23.0,27.0,197.0,54.0,35.0,205.0,41.0
1191.0,15.0,31.0,115.0,9.0,84.0,208.0,88.0,41.0,192.0,6.0
1192.0,14.0,14.0,159.0,6.0,85.0,62.0,89.0,22.0,161.0,12.0
1193.0,11.0,16.0,60.0,9.0,60.0,156.0,38.0,13.0,139.0,16.0
1194.0,24.0,40.0,89.0,9.0,118.0,78.0,60.0,14.0,146.0,33.0
1195.0,24.0,7.0,119.0,17.0,123.0,182.0,23.0,54.0,157.0,6.0
1196.0,21.0,19.0,224.0,33.0,134.0,137.0,56.0,24.0,112.0,10.0
1197.0,16.0,13.0,127.0,50.0,63.0,63.0,60.0,14.0,286.0,12.0
1198.0,23.0,14.0,75.0,46.0,119.0,123.0,72.0,50.0,186.0,10.0
1199.0,15.0,12.0,54.0,7.0,124.0,85.0,53.0,25.0,170.0,35.0
1200.0,16.0,29.0,56.0,18.0,148.0,138.0,87.0,36.0,137.0,11.0
1201.0,31.0,15.0,98.0,7.0,53.0,227.0,75.0,33.0,121.0,24.0
1202.0,25.0,21.0,57.0,30.0,58.0,202.0,65.0,18.0,123.0,11.0
1203.0,18.0,7.0,122.0,13.0,69.0,75.0,76.0,33.0,85.0,14.0
1204.0,11.0,12.0,90.0,20.0,82.0,100.0,171.0,11.0,72.0,9.0
1205.0,11.0,9.0,77.0,20.0,92.0,157.0,62.0,61.0,59.0,16.0
1206.0,16.0,16.0,131.0,20.0,107.0,90.0,49.0,65.0,164.0,36.0
1207.0,10.0,25.0,145.0,18.0,66.0,172.0,59.0,26.0,102.0,18.0
1208.0,18.0,41.0,63.0,20.0,67.0,238.0,45.0,54.0,134.0,45.0
1209.0,10.0,34.0,81.0,38.0,134.0,198.0,50.0,39.0,98.0,12.0
1210.0,10.0,13.0,119.0,14.0,89.0,201.0,84.0,42.0,116.0,18.0
1211.0,12.0,54.0,105.0,8.0,148.0,150.0,52.0,14.0,133.0,24.0
1212.0,43.0,12.0,214.0,11.0,85.0,151.0,64.0,51.0,178.0,22.0
1213.0,16.0,23.0,146.0,6.0,46.0,87.0,114.0,27.0,188.0,57.0
1214.0,13.0,26.0,45.0,37.0,68.0,190.0,53.0,36.0,134.0,19.0
1215.0,12.0,4.0,92.0,14.0,144.0,128.0,43.0,34.0,156.0,12.0
1216.0,49.0,42.0,92.0,23.0,128.0,197.0,37.0,67.0,81.0,26.0
1217.0,19.0,23.0,126.0,47.0,71.0,185.0,95.0,22.0,145.0,9.0
1218.0,13.0,14.0,115.0,16.0,61.0,191.0,64.0,69.0,249.0,18.0
1219.0,13.0,15.0,101.0,9.0,56.0,298.0,163.0,25.0,263.0,15.0
1220.0,26.0,15.0,107.0,30.0,68.0,142.0,104.0,63.0,172.0,15.0
1221.0,19.0,45.0,58.0,20.0,81.0,151.0,79.0,44.0,90.0,15.0
1222.0,12.0,24.0,195.0,36.0,47.0,165.0,77.0,13.0,79.0,15.0
1223.0,23.0,24.0,136.0,15.0,106.0,239.0,83.0,46.0,95.0,7.0
1224.0,12.0,9.0,63.0,10.0,82.0,92.0,54.0,26.0,131.0,8.0
1225.0,22.0,14.0,118.0,25.0,70.0,125.0,67.0,35.0,95.0,16.0
1226.0,16.0,24.0,152.0,13.0,63.0,141.0,26.0,53.0,100.0,28.0
1227.0,24.0,10.0,99.0,30.0,63.0,206.0,59.0,18.0,124.0,16.0
1228.0,50.0,12.0,198.0,46.0,137.0,237.0,128.0,34.0,110.0,25.0
1229.0,28.0,9.0,159.0,16.0,125.0,166.0,39.0,35.0,78.0,9.0
1230.0,28.0,7.0,176.0,19.0,64.0,249.0,51.0,19.0,85.0,27.0
1231.0,21.0,30.0,99.0,59.0,85.0,222.0,86.0,27.0,120.0,10.0
1232.0,15.0,39.0,108.0,9.0,105.0,203.0,44.0,15.0,102.0,17.0
1233.0,35.0,9.0,148.0,22.0,58.0,128.0,73.0,34.0,115.0,20.0
1234.0,15.0,17.0,116.0,13.0,92.0,129.0,88.0,11.0,99.0,21.0
1235.0,43.0,25.0,119.0,12.0,161.0,148.0,55.0,22.0,102.0,17.0
1236.0,19.0,21.0,76.0,7.0,127.0,104.0,115.0,47.0,122.0,24.0
1237.0,24.0,34.0,125.0,13.0,71.0,135.0,54.0,13.0,99.0,10.0
1238.0,16.0,31.0,43.0,20.0,127.0,195.0,85.0,46.0,124.0,5.0
1239.0,17.0,18.0,125.0,26.0,62.0,162.0,38.0,33.0,112.0,12.0
1240.0,11.0,13.0,79.0,14.0,319.0,112.0,40.0,55.0,117.0,18.0
1241.0,30.0,18.0,135.0,19.0,96.0,166.0,78.0,35.0,188.0,47.0
1242.0,18.0,35.0,170.0,15.0,57.0,148.0,68.0,45.0,120.0,32.0
1243.0,20.0,18.0,68.0,31.0,97.0,201.0,72.0,49.0,103.0,9.0
1244.0,12.0,16.0,71.0,13.0,56.0,94.0,82.0,59.0,112.0,26.0
1245.0,15.0,22.0,104.0,21.0,124.0,208.0,124.0,42.0,119.0,12.0
1246.0,20.0,11.0,70.0,11.0,62.0,48.0,83.0,22.0,105.0,16.0
1247.0,17.0,7.0,61.0,17.0,61.0,157.0,102.0,37.0,86.0,15.0
1248.0,14.0,7.0,60.0,16.0,57.0,142.0,41.0,38.0,74.0,11.0
1249.0,23.0,31.0,61.0,29.0,71.0,188.0,46.0,33.0,129.0,11.0
1250.0,9.0,23.0,95.0,25.0,64.0,146.0,104.0,31.0,107.0,12.0
1251.0,23.0,16.0,101.0,27.0,62.0,266.0,73.0,28.0,119.0,32.0
1252.0,25.0,53.0,76.0,13.0,145.0,118.0,46.0,58.0,81.0,10.0
1253.0,36.0,11.0,125.0,39.0,126.0,157.0,79.0,39.0,191.0,14.0
1254.0,37.0,25.0,180.0,10.0,99.0,367.0,97.0,36.0,123.0,9.0
1255.0,21.0,23.0,135.0,13.0,56.0,147.0,72.0,40.0,134.0,12.0
1256.0,22.0,6.0,121.0,10.0,58.0,145.0,72.0,54.0,113.0,44.0
1257.0,15.0,8.0,184.0,23.0,93.0,116.0,72.0,69.0,112.0,37.0
1258.0,25.0,25.0,144.0,9.0,46.0,373.0,60.0,40.0,107.0,5.0
1259.0,26.0,19.0,181.0,24.0,46.0,126.0,142.0,18.0,132.0,9.0
1260.0,12.0,9.0,142.0,55.0,60.0,237.0,50.0,36.0,165.0,26.0
1261.0,20.0,30.0,54.0,13.0,84.0,110.0,126.0,18.0,108.0,17.0
1262.0,21.0,21.0,71.0,7.0,44.0,286.0,47.0,65.0,103.0,13.0
1263.0,23.0,32.0,83.0,13.0,53.0,328.0,62.0,47.0,97.0,15.0
1264.0,9.0,14.0,136.0,11.0,142.0,47.0,88.0,60.0,167.0,19.0
1265.0,35.0,24.0,57.0,13.0,181.0,113.0,79.0,41.0,142.0,17.0
1266.0,14.0,36.0,90.0,5.0,53.0,114.0,43.0,56.0,126.0,25.0
1267.0,17.0,21.0,115.0,28.0,78.0,220.0,93.0,52.0,157.0,32.0
1268.0,14.0,62.0,43.0,40.0,57.0,74.0,68.0,31.0,158.0,36.0
1269.0,21.0,14.0,67.0,17.0,79.0,147.0,49.0,33.0,121.0,12.0
1270.0,18.0,38.0,83.0,9.0,112.0,68.0,61.0,110.0,79.0,14.0
1271.0,12.0,8.0,89.0,17.0,52.0,191.0,51.0,34.0,137.0,20.0
1272.0,18.0,58.0,77.0,17.0,49.0,131.0,45.0,63.0,120.0,31.0
1273.0,21.0,29.0,71.0,12.0,69.0,157.0,73.0,64.0,95.0,7.0
1274.0,22.0,18.0,63.0,26.0,63.0,137.0,63.0,50.0,144.0,27.0
1275.0,14.0,14.0,120.0,26.0,62.0,139.0,112.0,53.0,180.0,42.0
1276.0,19.0,28.0,119.0,22.0,62.0,191.0,89.0,34.0,150.0,47.0
1277.0,32.0,32.0,68.0,18.0,178.0,170.0,71.0,10.0,100.0,22.0
1278.0,18.0,18.0,58.0,23.0,105.0,124.0,127.0,25.0,118.0,45.0
1279.0,16.0,29.0,87.0,16.0,49.0,135.0,135.0,56.0,221.0,22.0
1280.0,30.0,18.0,66.0,9.0,46.0,134.0,86.0,25.0,171.0,6.0
1281.0,35.0,78.0,75.0,13.0,127.0,195.0,22.0,49.0,153.0,40.0
1282.0,12.0,12.0,109.0,21.0,140.0,174.0,95.0,21.0,140.0,25.0
1283.0,14.0,15.0,63.0,35.0,74.0,174.0,130.0,79.0,106.0,20.0
1284.0,15.0,24.0,68.0,30.0,150.0,137.0,77.0,43.0,181.0,36.0
1285.0,32.0,48.0,84.0,24.0,49.0,155.0,72.0,16.0,174.0,18.0
1286.0,14.0,16.0,96.0,31.0,60.0,83.0,70.0,85.0,106.0,41.0
1287.0,34.0,65.0,90.0,9.0,50.0,258.0,79.0,53.0,66.0,30.0
1288.0,22.0,31.0,79.0,44.0,48.0,146.0,102.0,54.0,166.0,22.0
1289.0,22.0,26.0,171.0,42.0,55.0,77.0,41.0,44.0,204.0,19.0
1290.0,9.0,18.0,131.0,10.0,80.0,242.0,45.0,27.0,185.0,43.0
1291.0,20.0,36.0,76.0,10.0,73.0,126.0,76.0,39.0,294.0,21.0
1292.0,19.0,14.0,102.0,20.0,106.0,143.0,37.0,40.0,100.0,50.0
1293.0,19.0,35.0,121.0,47.0,76.0,148.0,83.0,63.0,91.0,14.0
1294.0,23.0,45.0,125.0,14.0,142.0,246.0,75.0,25.0,93.0,31.0
1295.0,15.0,49.0,160.0,24.0,146.0,121.0,94.0,45.0,127.0,19.0
1296.0,22.0,21.0,158.0,6.0,59.0,210.0,95.0,91.0,146.0,71.0
1297.0,20.0,24.0,110.0,14.0,177.0,158.0,113.0,50.0,71.0,35.0
1298.0,10.0,10.0,133.0,23.0,114.0,194.0,63.0,59.0,99.0,10.0
1299.0,39.0,13.0,103.0,70.0,81.0,93.0,44.0,34.0,112.0,23.0
1300.0,49.0,40.0,80.0,13.0,111.0,158.0,77.0,43.0,130.0,15.0
1301.0,24.0,13.0,185.0,7.0,117.0,87.0,43.0,117.0,105.0,59.0
1302.0,19.0,37.0,158.0,17.0,65.0,158.0,43.0,58.0,80.0,9.0
1303.0,18.0,18.0,120.0,19.0,123.0,171.0,46.0,84.0,93.0,28.0
1304.0,23.0,35.0,143.0,41.0,101.0,186.0,69.0,45.0,104.0,45.0
1305.0,21.0,18.0,112.0,11.0,88.0,238.0,35.0,31.0,93.0,34.0
1306.0,30.0,17.0,77.0,25.0,60.0,315.0,74.0,45.0,126.0,25.0
1307.0,42.0,15.0,61.0,49.0,155.0,71.0,50.0,72.0,153.0,16.0
