Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
16.0,9.0,117.0,17.0,14.0
23.0,14.0,208.0,34.0,18.0
32.0,42.0,99.0,17.0,9.0
73.0,25.0,235.0,90.0,34.0
58.0,15.0,65.0,18.0,55.0
24.0,15.0,206.0,23.0,16.0
34.0,19.0,26.0,25.0,27.0
23.0,29.0,28.0,13.0,32.0
21.0,31.0,51.0,16.0,13.0
84.0,29.0,286.0,12.0,11.0
46.0,23.0,208.0,14.0,13.0
66.0,13.0,155.0,30.0,27.0
58.0,14.0,184.0,16.0,23.0
24.0,32.0,185.0,45.0,28.0
30.0,20.0,22.0,42.0,18.0
42.0,16.0,15.0,32.0,46.0
69.0,11.0,12.0,10.0,14.0
24.0,18.0,11.0,16.0,36.0
29.0,12.0,61.0,20.0,11.0
33.0,13.0,97.0,14.0,9.0
37.0,13.0,232.0,12.0,23.0
26.0,25.0,84.0,19.0,15.0
73.0,18.0,93.0,14.0,14.0
67.0,17.0,40.0,53.0,25.0
51.0,14.0,158.0,30.0,25.0
79.0,21.0,195.0,23.0,11.0
45.0,68.0,254.0,10.0,17.0
47.0,18.0,205.0,22.0,32.0
48.0,23.0,113.0,26.0,17.0
54.0,15.0,176.0,24.0,13.0
104.0,18.0,171.0,12.0,47.0
29.0,77.0,170.0,16.0,39.0
103.0,12.0,198.0,25.0,19.0
17.0,31.0,167.0,13.0,23.0
30.0,14.0,427.0,34.0,15.0
51.0,14.0,500.0,20.0,25.0
33.0,33.0,500.0,52.0,13.0
72.0,19.0,500.0,11.0,16.0
92.0,29.0,494.0,20.0,21.0
55.0,28.0,192.0,34.0,20.0
107.0,20.0,39.0,16.0,15.0
70.0,14.0,246.0,19.0,27.0
75.0,18.0,227.0,12.0,13.0
43.0,24.0,500.0,15.0,15.0
93.0,15.0,500.0,13.0,18.0
158.0,20.0,500.0,11.0,11.0
36.0,14.0,500.0,38.0,19.0
166.0,13.0,500.0,27.0,13.0
73.0,16.0,500.0,44.0,11.0
39.0,16.0,500.0,17.0,29.0
31.0,68.0,500.0,15.0,11.0
34.0,42.0,500.0,41.0,21.0
43.0,50.0,500.0,8.0,13.0
39.0,9.0,61.0,116.0,8.0
48.0,37.0,500.0,16.0,10.0
63.0,14.0,15.0,20.0,18.0
94.0,28.0,48.0,19.0,11.0
45.0,26.0,14.0,19.0,12.0
46.0,16.0,24.0,15.0,15.0
47.0,18.0,500.0,41.0,14.0
115.0,17.0,35.0,59.0,22.0
32.0,36.0,96.0,32.0,26.0
38.0,14.0,500.0,15.0,18.0
71.0,9.0,500.0,21.0,24.0
110.0,14.0,500.0,21.0,19.0
72.0,30.0,500.0,10.0,23.0
31.0,12.0,500.0,39.0,13.0
129.0,16.0,500.0,98.0,15.0
76.0,14.0,500.0,43.0,15.0
33.0,18.0,500.0,21.0,13.0
53.0,40.0,500.0,17.0,18.0
25.0,13.0,500.0,13.0,18.0
50.0,27.0,500.0,39.0,11.0
101.0,14.0,500.0,19.0,13.0
57.0,10.0,500.0,17.0,47.0
70.0,10.0,500.0,34.0,20.0
32.0,22.0,455.0,32.0,54.0
73.0,31.0,500.0,10.0,15.0
22.0,21.0,500.0,10.0,65.0
48.0,21.0,500.0,21.0,15.0
107.0,50.0,500.0,13.0,20.0
30.0,15.0,500.0,15.0,38.0
112.0,14.0,500.0,13.0,55.0
48.0,22.0,500.0,14.0,17.0
73.0,16.0,450.0,16.0,25.0
77.0,19.0,470.0,11.0,30.0
115.0,16.0,500.0,14.0,42.0
79.0,11.0,500.0,14.0,14.0
38.0,39.0,337.0,21.0,21.0
19.0,13.0,238.0,37.0,11.0
67.0,17.0,207.0,12.0,22.0
61.0,16.0,235.0,19.0,13.0
48.0,11.0,235.0,26.0,14.0
54.0,17.0,241.0,16.0,11.0
111.0,13.0,270.0,32.0,23.0
151.0,26.0,299.0,26.0,12.0
138.0,32.0,267.0,38.0,24.0
101.0,30.0,297.0,14.0,10.0
67.0,11.0,266.0,11.0,12.0
94.0,38.0,71.0,14.0,15.0
52.0,31.0,220.0,19.0,13.0
133.0,41.0,219.0,21.0,17.0
181.0,17.0,151.0,14.0,13.0
114.0,49.0,211.0,63.0,23.0
60.0,15.0,264.0,19.0,18.0
44.0,11.0,241.0,11.0,12.0
45.0,12.0,236.0,17.0,28.0
50.0,13.0,232.0,16.0,18.0
143.0,18.0,222.0,15.0,15.0
145.0,18.0,215.0,20.0,17.0
360.0,34.0,206.0,13.0,35.0
70.0,20.0,194.0,25.0,27.0
47.0,14.0,193.0,35.0,44.0
184.0,11.0,208.0,37.0,21.0
39.0,37.0,169.0,37.0,37.0
114.0,26.0,149.0,16.0,25.0
39.0,22.0,146.0,13.0,24.0
133.0,17.0,167.0,26.0,10.0
90.0,21.0,154.0,19.0,37.0
51.0,33.0,122.0,56.0,11.0
104.0,60.0,18.0,36.0,17.0
86.0,11.0,141.0,18.0,14.0
62.0,16.0,27.0,21.0,14.0
87.0,17.0,130.0,25.0,24.0
124.0,14.0,140.0,38.0,23.0
210.0,22.0,146.0,28.0,11.0
141.0,16.0,120.0,17.0,68.0
184.0,12.0,145.0,19.0,43.0
186.0,18.0,141.0,28.0,19.0
120.0,29.0,159.0,28.0,17.0
129.0,12.0,200.0,18.0,9.0
237.0,15.0,164.0,15.0,18.0
167.0,20.0,237.0,69.0,25.0
75.0,24.0,235.0,30.0,14.0
491.0,20.0,266.0,17.0,41.0
173.0,16.0,351.0,12.0,12.0
270.0,16.0,331.0,48.0,18.0
103.0,13.0,386.0,22.0,27.0
106.0,28.0,500.0,27.0,24.0
232.0,17.0,290.0,14.0,15.0
276.0,10.0,396.0,16.0,16.0
35.0,46.0,398.0,13.0,15.0
312.0,30.0,500.0,59.0,11.0
294.0,13.0,406.0,65.0,12.0
215.0,11.0,461.0,14.0,28.0
157.0,15.0,403.0,8.0,13.0
47.0,25.0,443.0,36.0,46.0
217.0,28.0,497.0,17.0,24.0
125.0,20.0,500.0,32.0,19.0
119.0,20.0,304.0,24.0,36.0
56.0,24.0,500.0,55.0,12.0
162.0,26.0,500.0,16.0,11.0
58.0,21.0,500.0,18.0,19.0
372.0,20.0,500.0,45.0,47.0
144.0,25.0,373.0,22.0,19.0
131.0,16.0,217.0,22.0,11.0
240.0,35.0,337.0,13.0,19.0
123.0,20.0,47.0,11.0,18.0
185.0,14.0,500.0,26.0,24.0
134.0,20.0,500.0,40.0,29.0
143.0,17.0,500.0,16.0,40.0
363.0,15.0,500.0,15.0,12.0
135.0,16.0,500.0,19.0,19.0
109.0,16.0,500.0,23.0,19.0
101.0,28.0,500.0,20.0,11.0
237.0,10.0,500.0,10.0,34.0
174.0,41.0,171.0,15.0,25.0
133.0,33.0,170.0,24.0,13.0
196.0,11.0,180.0,14.0,25.0
212.0,27.0,500.0,20.0,22.0
258.0,21.0,500.0,18.0,56.0
500.0,69.0,500.0,16.0,13.0
32.0,15.0,500.0,13.0,17.0
380.0,27.0,500.0,16.0,21.0
156.0,16.0,500.0,15.0,15.0
340.0,52.0,500.0,89.0,14.0
173.0,11.0,500.0,35.0,15.0
248.0,24.0,470.0,17.0,13.0
187.0,28.0,301.0,20.0,29.0
100.0,14.0,16.0,18.0,21.0
130.0,34.0,15.0,22.0,9.0
134.0,16.0,111.0,33.0,39.0
95.0,15.0,13.0,37.0,41.0
146.0,10.0,18.0,37.0,16.0
115.0,10.0,14.0,18.0,11.0
110.0,30.0,12.0,32.0,48.0
113.0,18.0,12.0,28.0,11.0
74.0,29.0,15.0,45.0,30.0
58.0,21.0,13.0,14.0,22.0
197.0,10.0,19.0,18.0,18.0
101.0,35.0,14.0,25.0,13.0
169.0,13.0,105.0,36.0,34.0
113.0,21.0,18.0,27.0,24.0
174.0,41.0,14.0,8.0,55.0
100.0,29.0,127.0,38.0,15.0
460.0,14.0,19.0,12.0,20.0
333.0,14.0,14.0,14.0,14.0
500.0,44.0,20.0,39.0,15.0
130.0,25.0,24.0,16.0,16.0
249.0,16.0,138.0,24.0,15.0
163.0,21.0,132.0,20.0,15.0
101.0,58.0,122.0,9.0,19.0
137.0,32.0,18.0,15.0,18.0
233.0,34.0,130.0,10.0,22.0
128.0,76.0,138.0,102.0,19.0
177.0,23.0,138.0,11.0,13.0
145.0,40.0,139.0,30.0,36.0
96.0,22.0,133.0,12.0,16.0
197.0,52.0,136.0,10.0,17.0
288.0,32.0,22.0,25.0,21.0
300.0,12.0,23.0,32.0,11.0
192.0,24.0,16.0,16.0,14.0
207.0,29.0,30.0,24.0,17.0
144.0,47.0,117.0,21.0,38.0
187.0,10.0,116.0,19.0,49.0
253.0,48.0,21.0,14.0,12.0
195.0,29.0,20.0,32.0,25.0
254.0,11.0,122.0,14.0,13.0
269.0,19.0,141.0,13.0,21.0
238.0,16.0,189.0,20.0,17.0
275.0,20.0,193.0,17.0,23.0
193.0,18.0,210.0,30.0,15.0
165.0,32.0,236.0,41.0,14.0
500.0,22.0,239.0,21.0,24.0
202.0,19.0,366.0,59.0,18.0
242.0,9.0,366.0,17.0,27.0
136.0,32.0,330.0,29.0,24.0
158.0,14.0,294.0,12.0,43.0
136.0,19.0,312.0,20.0,12.0
178.0,16.0,253.0,12.0,15.0
259.0,22.0,302.0,42.0,19.0
184.0,14.0,316.0,9.0,15.0
189.0,12.0,348.0,10.0,28.0
268.0,11.0,390.0,68.0,13.0
151.0,11.0,368.0,25.0,35.0
216.0,13.0,373.0,28.0,21.0
239.0,17.0,404.0,30.0,18.0
157.0,30.0,432.0,18.0,17.0
257.0,12.0,477.0,17.0,18.0
93.0,31.0,500.0,36.0,45.0
150.0,19.0,500.0,25.0,15.0
190.0,22.0,500.0,32.0,10.0
480.0,22.0,500.0,26.0,22.0
248.0,18.0,500.0,17.0,12.0
214.0,28.0,500.0,24.0,22.0
142.0,22.0,500.0,29.0,12.0
177.0,21.0,500.0,15.0,39.0
134.0,37.0,500.0,25.0,38.0
115.0,24.0,500.0,51.0,21.0
173.0,37.0,285.0,17.0,17.0
315.0,21.0,263.0,26.0,11.0
284.0,10.0,243.0,23.0,15.0
253.0,22.0,235.0,28.0,15.0
287.0,15.0,242.0,14.0,12.0
208.0,13.0,264.0,15.0,13.0
225.0,17.0,323.0,44.0,18.0
121.0,21.0,299.0,34.0,12.0
229.0,17.0,14.0,41.0,56.0
439.0,42.0,17.0,17.0,21.0
173.0,26.0,321.0,26.0,18.0
286.0,19.0,287.0,19.0,14.0
266.0,58.0,311.0,33.0,15.0
165.0,15.0,19.0,29.0,20.0
209.0,12.0,313.0,17.0,19.0
330.0,38.0,346.0,13.0,62.0
316.0,24.0,368.0,18.0,45.0
388.0,10.0,340.0,28.0,39.0
237.0,46.0,338.0,37.0,27.0
270.0,15.0,311.0,34.0,30.0
284.0,24.0,500.0,36.0,15.0
500.0,24.0,483.0,12.0,40.0
266.0,22.0,428.0,50.0,15.0
257.0,11.0,475.0,16.0,10.0
106.0,18.0,416.0,22.0,21.0
229.0,23.0,282.0,32.0,9.0
197.0,15.0,271.0,34.0,13.0
319.0,14.0,267.0,21.0,27.0
381.0,36.0,284.0,72.0,16.0
185.0,23.0,287.0,23.0,25.0
279.0,36.0,381.0,14.0,76.0
242.0,13.0,384.0,31.0,18.0
161.0,31.0,408.0,33.0,11.0
113.0,20.0,426.0,34.0,40.0
313.0,9.0,422.0,18.0,16.0
349.0,19.0,500.0,21.0,22.0
400.0,17.0,500.0,13.0,11.0
340.0,14.0,500.0,15.0,48.0
483.0,20.0,500.0,28.0,28.0
343.0,38.0,500.0,14.0,26.0
312.0,35.0,296.0,22.0,23.0
215.0,27.0,315.0,20.0,18.0
305.0,23.0,311.0,27.0,28.0
250.0,15.0,297.0,36.0,38.0
444.0,16.0,302.0,13.0,28.0
259.0,45.0,287.0,17.0,27.0
24.0,26.0,323.0,14.0,26.0
302.0,19.0,306.0,12.0,34.0
195.0,18.0,297.0,13.0,46.0
309.0,16.0,301.0,10.0,17.0
186.0,40.0,254.0,31.0,24.0
139.0,9.0,244.0,27.0,34.0
185.0,23.0,235.0,21.0,15.0
195.0,29.0,227.0,20.0,34.0
189.0,47.0,269.0,14.0,28.0
111.0,12.0,242.0,46.0,32.0
130.0,18.0,262.0,34.0,19.0
184.0,36.0,255.0,15.0,25.0
198.0,26.0,293.0,13.0,35.0
118.0,11.0,304.0,15.0,33.0
103.0,21.0,464.0,46.0,35.0
105.0,27.0,483.0,11.0,40.0
117.0,24.0,463.0,37.0,35.0
163.0,26.0,397.0,27.0,11.0
123.0,30.0,445.0,21.0,14.0
148.0,12.0,146.0,17.0,21.0
128.0,27.0,16.0,16.0,24.0
137.0,13.0,16.0,34.0,14.0
16.0,31.0,18.0,24.0,17.0
56.0,26.0,100.0,13.0,76.0
111.0,53.0,254.0,16.0,40.0
116.0,15.0,311.0,20.0,23.0
109.0,23.0,346.0,60.0,52.0
132.0,19.0,350.0,31.0,29.0
39.0,13.0,337.0,20.0,24.0
157.0,11.0,394.0,20.0,29.0
143.0,22.0,396.0,10.0,17.0
183.0,16.0,444.0,26.0,25.0
165.0,16.0,443.0,10.0,48.0
98.0,51.0,500.0,33.0,35.0
135.0,73.0,500.0,21.0,20.0
49.0,21.0,500.0,71.0,63.0
139.0,27.0,500.0,34.0,75.0
25.0,15.0,500.0,24.0,59.0
170.0,36.0,500.0,19.0,27.0
153.0,25.0,500.0,13.0,43.0
143.0,50.0,500.0,22.0,27.0
123.0,21.0,500.0,12.0,20.0
136.0,51.0,500.0,33.0,90.0
145.0,29.0,500.0,27.0,40.0
228.0,12.0,500.0,21.0,19.0
176.0,13.0,500.0,29.0,14.0
251.0,24.0,500.0,49.0,23.0
192.0,21.0,500.0,20.0,25.0
193.0,30.0,500.0,57.0,60.0
192.0,15.0,500.0,27.0,78.0
227.0,25.0,500.0,34.0,16.0
180.0,13.0,500.0,11.0,40.0
146.0,9.0,500.0,19.0,14.0
166.0,15.0,500.0,23.0,31.0
200.0,9.0,500.0,35.0,45.0
173.0,25.0,500.0,15.0,33.0
244.0,36.0,500.0,22.0,54.0
338.0,13.0,500.0,11.0,24.0
369.0,13.0,500.0,56.0,22.0
234.0,29.0,500.0,25.0,74.0
172.0,20.0,500.0,41.0,17.0
350.0,52.0,500.0,46.0,31.0
163.0,16.0,500.0,15.0,18.0
120.0,29.0,500.0,40.0,15.0
361.0,46.0,500.0,22.0,15.0
500.0,18.0,500.0,21.0,32.0
349.0,36.0,500.0,22.0,26.0
377.0,29.0,500.0,117.0,38.0
320.0,24.0,500.0,13.0,57.0
327.0,29.0,500.0,27.0,35.0
218.0,14.0,500.0,19.0,37.0
326.0,41.0,500.0,66.0,40.0
498.0,35.0,500.0,17.0,18.0
325.0,39.0,500.0,17.0,26.0
343.0,77.0,500.0,35.0,62.0
411.0,12.0,500.0,24.0,36.0
414.0,64.0,500.0,24.0,23.0
500.0,17.0,500.0,14.0,28.0
303.0,63.0,500.0,16.0,64.0
241.0,8.0,305.0,15.0,54.0
468.0,15.0,305.0,39.0,15.0
373.0,16.0,302.0,27.0,23.0
500.0,20.0,293.0,64.0,66.0
500.0,14.0,297.0,25.0,35.0
472.0,16.0,430.0,47.0,22.0
500.0,24.0,478.0,40.0,46.0
500.0,72.0,500.0,25.0,74.0
500.0,16.0,500.0,34.0,26.0
500.0,24.0,500.0,18.0,40.0
500.0,38.0,500.0,30.0,28.0
500.0,13.0,500.0,42.0,49.0
500.0,43.0,500.0,21.0,74.0
242.0,33.0,500.0,13.0,17.0
289.0,54.0,500.0,11.0,15.0
311.0,17.0,500.0,23.0,80.0
436.0,32.0,500.0,19.0,25.0
500.0,13.0,500.0,22.0,19.0
500.0,13.0,500.0,37.0,19.0
500.0,42.0,500.0,13.0,13.0
500.0,26.0,500.0,40.0,37.0
500.0,37.0,500.0,16.0,32.0
500.0,16.0,500.0,60.0,37.0
500.0,13.0,500.0,41.0,22.0
500.0,27.0,500.0,17.0,22.0
312.0,10.0,385.0,54.0,49.0
262.0,11.0,385.0,17.0,19.0
391.0,23.0,375.0,47.0,37.0
283.0,18.0,369.0,20.0,31.0
473.0,31.0,386.0,40.0,45.0
461.0,15.0,323.0,13.0,13.0
396.0,17.0,307.0,86.0,19.0
500.0,20.0,302.0,58.0,31.0
377.0,24.0,290.0,38.0,55.0
500.0,46.0,292.0,49.0,30.0
371.0,94.0,228.0,27.0,48.0
252.0,17.0,240.0,50.0,54.0
372.0,36.0,241.0,63.0,25.0
339.0,10.0,225.0,30.0,35.0
351.0,30.0,238.0,19.0,38.0
420.0,14.0,69.0,24.0,32.0
298.0,15.0,48.0,53.0,37.0
392.0,14.0,84.0,22.0,63.0
278.0,25.0,24.0,13.0,16.0
259.0,16.0,214.0,31.0,61.0
252.0,24.0,254.0,38.0,23.0
213.0,27.0,257.0,41.0,48.0
466.0,41.0,42.0,14.0,51.0
318.0,33.0,202.0,37.0,59.0
379.0,12.0,49.0,21.0,17.0
500.0,18.0,29.0,78.0,32.0
500.0,9.0,223.0,35.0,23.0
169.0,38.0,228.0,28.0,26.0
500.0,87.0,244.0,52.0,36.0
433.0,11.0,229.0,15.0,73.0
500.0,11.0,234.0,28.0,32.0
500.0,49.0,238.0,36.0,18.0
500.0,11.0,212.0,23.0,19.0
500.0,21.0,242.0,60.0,17.0
500.0,27.0,228.0,51.0,57.0
500.0,12.0,248.0,36.0,36.0
500.0,16.0,250.0,25.0,38.0
500.0,33.0,232.0,42.0,23.0
500.0,29.0,234.0,25.0,38.0
500.0,62.0,239.0,63.0,17.0
500.0,46.0,207.0,39.0,41.0
500.0,16.0,226.0,73.0,41.0
500.0,66.0,215.0,29.0,13.0
500.0,25.0,220.0,65.0,57.0
178.0,21.0,212.0,53.0,35.0
381.0,16.0,197.0,32.0,13.0
500.0,16.0,195.0,61.0,35.0
500.0,39.0,198.0,30.0,70.0
386.0,28.0,193.0,58.0,44.0
500.0,56.0,193.0,20.0,84.0
500.0,34.0,176.0,32.0,85.0
500.0,12.0,178.0,88.0,28.0
500.0,21.0,182.0,14.0,15.0
500.0,14.0,174.0,41.0,71.0
500.0,11.0,181.0,31.0,56.0
500.0,28.0,172.0,44.0,60.0
500.0,11.0,176.0,39.0,25.0
500.0,19.0,175.0,56.0,23.0
500.0,17.0,175.0,22.0,36.0
500.0,38.0,162.0,16.0,181.0
500.0,103.0,163.0,8.0,25.0
500.0,11.0,161.0,12.0,51.0
500.0,38.0,161.0,51.0,46.0
500.0,59.0,157.0,16.0,16.0
352.0,23.0,162.0,48.0,19.0
500.0,16.0,165.0,56.0,12.0
500.0,16.0,161.0,40.0,64.0
500.0,34.0,182.0,21.0,49.0
500.0,40.0,166.0,36.0,150.0
500.0,29.0,173.0,46.0,54.0
500.0,42.0,163.0,26.0,18.0
500.0,20.0,167.0,38.0,30.0
500.0,20.0,164.0,48.0,48.0
500.0,10.0,167.0,16.0,74.0
294.0,22.0,160.0,22.0,13.0
500.0,11.0,155.0,70.0,25.0
479.0,32.0,156.0,31.0,27.0
374.0,30.0,151.0,22.0,24.0
500.0,24.0,149.0,48.0,13.0
400.0,15.0,147.0,22.0,17.0
500.0,17.0,153.0,13.0,27.0
500.0,12.0,13.0,47.0,21.0
500.0,19.0,144.0,15.0,31.0
500.0,16.0,144.0,13.0,21.0
500.0,19.0,17.0,44.0,18.0
500.0,25.0,154.0,38.0,71.0
500.0,23.0,143.0,23.0,41.0
500.0,21.0,31.0,74.0,49.0
105.0,16.0,149.0,18.0,36.0
500.0,26.0,153.0,54.0,35.0
500.0,56.0,160.0,86.0,24.0
470.0,14.0,145.0,26.0,70.0
466.0,14.0,173.0,56.0,17.0
313.0,21.0,156.0,53.0,28.0
465.0,34.0,158.0,16.0,12.0
260.0,26.0,177.0,17.0,22.0
280.0,47.0,165.0,16.0,58.0
205.0,16.0,155.0,55.0,17.0
217.0,17.0,169.0,27.0,45.0
289.0,26.0,77.0,52.0,13.0
240.0,33.0,169.0,25.0,48.0
212.0,28.0,180.0,21.0,51.0
179.0,15.0,136.0,24.0,13.0
240.0,72.0,154.0,96.0,16.0
250.0,14.0,173.0,53.0,32.0
255.0,31.0,187.0,40.0,46.0
231.0,25.0,161.0,78.0,87.0
201.0,93.0,163.0,40.0,25.0
303.0,43.0,169.0,62.0,15.0
193.0,28.0,166.0,51.0,51.0
229.0,22.0,173.0,58.0,48.0
244.0,33.0,174.0,15.0,27.0
264.0,37.0,177.0,61.0,27.0
261.0,14.0,176.0,18.0,70.0
332.0,27.0,184.0,57.0,25.0
289.0,16.0,210.0,43.0,25.0
399.0,28.0,203.0,31.0,57.0
442.0,19.0,200.0,50.0,69.0
500.0,19.0,175.0,39.0,20.0
500.0,44.0,233.0,44.0,64.0
393.0,47.0,253.0,34.0,31.0
500.0,58.0,206.0,33.0,15.0
500.0,11.0,82.0,48.0,29.0
209.0,80.0,54.0,30.0,26.0
500.0,16.0,239.0,64.0,30.0
500.0,25.0,222.0,19.0,39.0
500.0,17.0,241.0,49.0,38.0
500.0,60.0,249.0,45.0,45.0
500.0,38.0,236.0,28.0,57.0
420.0,13.0,229.0,31.0,40.0
500.0,18.0,40.0,27.0,40.0
500.0,11.0,61.0,10.0,18.0
500.0,19.0,226.0,83.0,35.0
500.0,17.0,246.0,23.0,24.0
500.0,16.0,238.0,39.0,11.0
500.0,19.0,344.0,162.0,26.0
500.0,17.0,315.0,86.0,41.0
500.0,15.0,278.0,39.0,43.0
500.0,64.0,128.0,14.0,22.0
500.0,22.0,315.0,73.0,15.0
500.0,43.0,349.0,23.0,28.0
500.0,29.0,335.0,47.0,92.0
325.0,29.0,291.0,36.0,16.0
85.0,11.0,325.0,38.0,25.0
500.0,34.0,323.0,29.0,83.0
500.0,21.0,299.0,66.0,53.0
500.0,13.0,285.0,89.0,22.0
500.0,15.0,284.0,116.0,44.0
500.0,20.0,255.0,14.0,29.0
363.0,56.0,250.0,31.0,57.0
500.0,12.0,214.0,27.0,56.0
500.0,25.0,219.0,49.0,88.0
500.0,15.0,226.0,26.0,73.0
500.0,22.0,199.0,44.0,63.0
500.0,15.0,207.0,51.0,10.0
500.0,42.0,193.0,87.0,35.0
265.0,32.0,193.0,27.0,72.0
500.0,40.0,200.0,21.0,37.0
500.0,46.0,181.0,25.0,38.0
500.0,20.0,192.0,191.0,20.0
398.0,21.0,205.0,54.0,33.0
500.0,35.0,203.0,49.0,52.0
500.0,10.0,205.0,28.0,30.0
100.0,18.0,190.0,26.0,31.0
500.0,44.0,198.0,69.0,27.0
500.0,23.0,199.0,35.0,92.0
500.0,20.0,188.0,32.0,25.0
500.0,18.0,197.0,73.0,40.0
359.0,28.0,199.0,30.0,34.0
500.0,43.0,217.0,18.0,144.0
500.0,13.0,209.0,41.0,25.0
406.0,21.0,247.0,14.0,31.0
187.0,40.0,244.0,53.0,24.0
500.0,31.0,230.0,29.0,24.0
500.0,24.0,240.0,53.0,44.0
500.0,25.0,246.0,15.0,18.0
439.0,17.0,225.0,56.0,49.0
500.0,23.0,225.0,64.0,26.0
414.0,65.0,229.0,30.0,46.0
500.0,14.0,238.0,17.0,44.0
500.0,76.0,189.0,56.0,52.0
500.0,24.0,187.0,34.0,20.0
500.0,16.0,200.0,22.0,31.0
387.0,17.0,176.0,39.0,31.0
500.0,24.0,198.0,32.0,134.0
198.0,38.0,184.0,31.0,33.0
500.0,28.0,174.0,53.0,30.0
500.0,25.0,184.0,62.0,82.0
500.0,21.0,191.0,54.0,32.0
500.0,59.0,164.0,33.0,23.0
500.0,61.0,154.0,23.0,79.0
500.0,10.0,171.0,9.0,25.0
500.0,42.0,148.0,49.0,18.0
500.0,46.0,154.0,18.0,68.0
500.0,32.0,174.0,12.0,66.0
500.0,23.0,168.0,85.0,43.0
253.0,26.0,153.0,29.0,22.0
500.0,12.0,178.0,37.0,84.0
500.0,32.0,165.0,75.0,35.0
500.0,50.0,148.0,30.0,12.0
500.0,31.0,146.0,17.0,64.0
500.0,40.0,166.0,10.0,37.0
500.0,91.0,154.0,57.0,50.0
500.0,17.0,146.0,38.0,67.0
500.0,21.0,147.0,13.0,80.0
500.0,30.0,160.0,55.0,27.0
500.0,15.0,144.0,45.0,67.0
500.0,34.0,138.0,28.0,96.0
500.0,52.0,140.0,36.0,74.0
500.0,26.0,160.0,74.0,104.0
500.0,31.0,150.0,32.0,23.0
420.0,27.0,152.0,53.0,17.0
500.0,54.0,142.0,46.0,36.0
442.0,14.0,156.0,22.0,13.0
500.0,21.0,135.0,17.0,39.0
500.0,20.0,179.0,16.0,35.0
500.0,27.0,150.0,20.0,35.0
500.0,16.0,178.0,72.0,10.0
220.0,59.0,186.0,96.0,39.0
339.0,17.0,160.0,29.0,49.0
500.0,47.0,189.0,108.0,35.0
500.0,25.0,188.0,26.0,54.0
500.0,26.0,202.0,60.0,34.0
500.0,102.0,198.0,44.0,60.0
500.0,14.0,177.0,13.0,27.0
500.0,24.0,200.0,32.0,44.0
500.0,13.0,191.0,24.0,34.0
166.0,39.0,162.0,15.0,93.0
500.0,46.0,192.0,33.0,42.0
213.0,24.0,158.0,43.0,41.0
500.0,33.0,179.0,110.0,42.0
500.0,42.0,183.0,47.0,32.0
500.0,17.0,182.0,96.0,71.0
500.0,30.0,184.0,37.0,43.0
500.0,13.0,168.0,84.0,44.0
500.0,33.0,184.0,50.0,28.0
500.0,13.0,213.0,26.0,21.0
500.0,28.0,212.0,30.0,98.0
500.0,42.0,183.0,66.0,103.0
500.0,18.0,152.0,65.0,33.0
500.0,99.0,175.0,79.0,48.0
500.0,45.0,173.0,78.0,33.0
