Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
20.0,16.0,500.0,15.0,18.0
32.0,15.0,455.0,13.0,28.0
35.0,32.0,316.0,47.0,14.0
40.0,8.0,289.0,28.0,30.0
13.0,15.0,123.0,35.0,13.0
31.0,19.0,136.0,16.0,32.0
29.0,12.0,130.0,19.0,54.0
47.0,25.0,126.0,26.0,14.0
42.0,13.0,132.0,24.0,40.0
31.0,13.0,109.0,13.0,14.0
29.0,23.0,24.0,32.0,20.0
82.0,28.0,145.0,22.0,23.0
121.0,21.0,32.0,22.0,22.0
123.0,13.0,90.0,17.0,40.0
48.0,25.0,310.0,43.0,20.0
36.0,17.0,349.0,19.0,21.0
80.0,17.0,279.0,45.0,19.0
34.0,17.0,327.0,13.0,55.0
35.0,18.0,500.0,18.0,24.0
42.0,15.0,500.0,13.0,33.0
145.0,25.0,500.0,17.0,54.0
183.0,13.0,500.0,16.0,15.0
40.0,23.0,500.0,17.0,13.0
62.0,32.0,500.0,11.0,13.0
121.0,13.0,29.0,17.0,16.0
37.0,19.0,206.0,22.0,21.0
43.0,22.0,26.0,13.0,32.0
210.0,54.0,99.0,22.0,39.0
25.0,22.0,22.0,11.0,13.0
29.0,15.0,21.0,31.0,15.0
62.0,11.0,172.0,17.0,45.0
61.0,8.0,163.0,21.0,43.0
118.0,14.0,133.0,14.0,22.0
83.0,12.0,17.0,22.0,50.0
116.0,19.0,157.0,28.0,15.0
94.0,11.0,21.0,27.0,19.0
66.0,19.0,26.0,21.0,19.0
121.0,23.0,182.0,34.0,70.0
15.0,11.0,182.0,19.0,38.0
71.0,22.0,190.0,31.0,50.0
103.0,27.0,154.0,24.0,19.0
49.0,19.0,210.0,13.0,31.0
143.0,10.0,214.0,18.0,37.0
105.0,10.0,212.0,19.0,26.0
91.0,14.0,500.0,47.0,28.0
53.0,13.0,268.0,60.0,36.0
104.0,93.0,242.0,24.0,23.0
149.0,18.0,241.0,45.0,19.0
128.0,14.0,210.0,32.0,55.0
83.0,19.0,148.0,23.0,17.0
101.0,14.0,154.0,22.0,13.0
120.0,16.0,129.0,25.0,43.0
145.0,10.0,154.0,10.0,33.0
59.0,17.0,159.0,17.0,16.0
35.0,17.0,133.0,35.0,20.0
31.0,11.0,147.0,30.0,38.0
29.0,14.0,158.0,16.0,35.0
84.0,32.0,168.0,21.0,18.0
49.0,54.0,159.0,28.0,51.0
38.0,14.0,246.0,10.0,15.0
119.0,10.0,251.0,17.0,30.0
87.0,11.0,254.0,16.0,61.0
129.0,15.0,262.0,17.0,22.0
161.0,12.0,304.0,16.0,14.0
147.0,29.0,368.0,10.0,20.0
48.0,12.0,320.0,20.0,16.0
171.0,13.0,321.0,26.0,41.0
152.0,11.0,292.0,26.0,12.0
214.0,13.0,298.0,54.0,25.0
66.0,11.0,327.0,12.0,18.0
38.0,23.0,388.0,66.0,12.0
31.0,15.0,362.0,27.0,28.0
127.0,14.0,340.0,11.0,35.0
24.0,22.0,297.0,32.0,33.0
106.0,19.0,240.0,21.0,17.0
163.0,13.0,278.0,31.0,15.0
183.0,34.0,240.0,15.0,25.0
291.0,21.0,228.0,47.0,26.0
199.0,10.0,264.0,15.0,42.0
146.0,21.0,377.0,26.0,40.0
187.0,22.0,433.0,20.0,43.0
117.0,16.0,385.0,28.0,21.0
163.0,11.0,348.0,28.0,96.0
169.0,9.0,308.0,34.0,35.0
116.0,12.0,255.0,14.0,29.0
112.0,12.0,287.0,12.0,12.0
94.0,12.0,368.0,17.0,33.0
167.0,30.0,321.0,15.0,52.0
222.0,19.0,331.0,20.0,27.0
184.0,14.0,500.0,23.0,21.0
201.0,11.0,500.0,33.0,24.0
138.0,13.0,500.0,16.0,14.0
176.0,25.0,500.0,17.0,11.0
293.0,15.0,500.0,19.0,13.0
155.0,16.0,500.0,21.0,12.0
289.0,26.0,500.0,16.0,38.0
268.0,17.0,500.0,36.0,28.0
115.0,11.0,500.0,18.0,39.0
479.0,13.0,500.0,35.0,25.0
132.0,32.0,500.0,23.0,18.0
236.0,16.0,500.0,22.0,16.0
77.0,13.0,500.0,13.0,33.0
266.0,23.0,500.0,19.0,19.0
376.0,14.0,500.0,20.0,33.0
350.0,20.0,500.0,23.0,108.0
414.0,20.0,500.0,18.0,14.0
222.0,12.0,500.0,28.0,51.0
271.0,17.0,500.0,15.0,18.0
196.0,9.0,500.0,14.0,17.0
372.0,10.0,500.0,30.0,58.0
280.0,17.0,500.0,30.0,29.0
282.0,17.0,500.0,31.0,23.0
176.0,20.0,500.0,23.0,14.0
419.0,17.0,500.0,21.0,16.0
53.0,11.0,195.0,52.0,11.0
177.0,11.0,205.0,24.0,19.0
294.0,13.0,211.0,9.0,31.0
252.0,24.0,208.0,10.0,33.0
82.0,27.0,171.0,17.0,19.0
173.0,15.0,500.0,78.0,52.0
119.0,13.0,500.0,10.0,41.0
144.0,18.0,500.0,39.0,43.0
293.0,11.0,500.0,13.0,48.0
245.0,51.0,500.0,20.0,37.0
161.0,11.0,500.0,24.0,15.0
91.0,10.0,82.0,15.0,24.0
144.0,22.0,500.0,51.0,13.0
75.0,20.0,500.0,18.0,29.0
149.0,14.0,500.0,82.0,32.0
219.0,18.0,396.0,23.0,40.0
416.0,23.0,500.0,29.0,42.0
269.0,12.0,500.0,30.0,38.0
149.0,12.0,500.0,15.0,30.0
287.0,14.0,500.0,11.0,24.0
497.0,37.0,500.0,26.0,68.0
412.0,20.0,500.0,14.0,25.0
343.0,33.0,500.0,42.0,22.0
500.0,14.0,375.0,24.0,31.0
457.0,19.0,500.0,44.0,32.0
500.0,24.0,500.0,21.0,100.0
275.0,36.0,500.0,60.0,23.0
374.0,14.0,500.0,10.0,37.0
115.0,22.0,500.0,12.0,40.0
103.0,15.0,500.0,37.0,21.0
163.0,29.0,500.0,16.0,21.0
159.0,17.0,500.0,24.0,21.0
150.0,9.0,500.0,21.0,39.0
172.0,16.0,500.0,12.0,46.0
188.0,23.0,94.0,21.0,42.0
162.0,12.0,500.0,18.0,31.0
139.0,30.0,500.0,18.0,46.0
98.0,19.0,500.0,43.0,42.0
133.0,12.0,500.0,33.0,33.0
107.0,13.0,500.0,15.0,24.0
157.0,41.0,500.0,18.0,20.0
116.0,17.0,500.0,30.0,36.0
115.0,22.0,500.0,16.0,78.0
108.0,24.0,500.0,17.0,40.0
144.0,35.0,500.0,25.0,19.0
185.0,11.0,137.0,12.0,25.0
113.0,19.0,119.0,15.0,12.0
181.0,34.0,133.0,11.0,21.0
157.0,28.0,128.0,24.0,50.0
146.0,21.0,126.0,35.0,28.0
150.0,21.0,106.0,56.0,23.0
183.0,52.0,30.0,53.0,49.0
146.0,11.0,34.0,56.0,24.0
152.0,16.0,37.0,18.0,21.0
216.0,25.0,101.0,23.0,16.0
143.0,11.0,90.0,12.0,21.0
219.0,19.0,103.0,42.0,39.0
179.0,25.0,94.0,15.0,13.0
230.0,15.0,92.0,49.0,20.0
175.0,13.0,32.0,63.0,41.0
224.0,30.0,22.0,15.0,36.0
195.0,12.0,31.0,11.0,47.0
212.0,21.0,31.0,43.0,23.0
190.0,14.0,27.0,13.0,28.0
260.0,37.0,33.0,40.0,73.0
172.0,14.0,38.0,14.0,14.0
204.0,18.0,77.0,19.0,25.0
140.0,18.0,84.0,41.0,19.0
206.0,15.0,88.0,41.0,85.0
395.0,16.0,112.0,16.0,31.0
375.0,17.0,108.0,47.0,49.0
219.0,16.0,113.0,31.0,21.0
332.0,14.0,129.0,22.0,65.0
348.0,14.0,156.0,19.0,38.0
500.0,15.0,198.0,19.0,21.0
383.0,15.0,94.0,43.0,15.0
382.0,14.0,162.0,23.0,33.0
278.0,33.0,166.0,11.0,37.0
358.0,18.0,293.0,34.0,10.0
442.0,48.0,242.0,44.0,25.0
160.0,13.0,250.0,15.0,10.0
76.0,13.0,210.0,15.0,11.0
244.0,46.0,188.0,64.0,46.0
450.0,19.0,165.0,8.0,11.0
180.0,21.0,180.0,56.0,38.0
232.0,18.0,148.0,40.0,15.0
238.0,17.0,159.0,12.0,15.0
500.0,42.0,177.0,27.0,17.0
259.0,19.0,179.0,13.0,67.0
500.0,43.0,192.0,23.0,17.0
272.0,14.0,500.0,34.0,38.0
102.0,13.0,200.0,16.0,12.0
479.0,18.0,166.0,20.0,14.0
323.0,15.0,316.0,17.0,29.0
388.0,15.0,135.0,55.0,44.0
186.0,17.0,151.0,15.0,60.0
141.0,35.0,184.0,28.0,76.0
138.0,11.0,200.0,11.0,48.0
63.0,24.0,159.0,31.0,41.0
254.0,13.0,194.0,13.0,15.0
216.0,26.0,191.0,26.0,27.0
152.0,24.0,146.0,14.0,54.0
261.0,15.0,208.0,21.0,19.0
358.0,23.0,180.0,28.0,17.0
41.0,14.0,205.0,20.0,107.0
106.0,18.0,201.0,27.0,24.0
117.0,21.0,186.0,38.0,93.0
55.0,19.0,180.0,31.0,24.0
206.0,28.0,211.0,15.0,67.0
122.0,19.0,220.0,20.0,48.0
172.0,17.0,203.0,20.0,60.0
171.0,30.0,275.0,34.0,26.0
52.0,44.0,223.0,26.0,62.0
192.0,16.0,226.0,21.0,16.0
121.0,14.0,239.0,38.0,52.0
160.0,18.0,178.0,31.0,105.0
140.0,11.0,175.0,15.0,31.0
225.0,21.0,183.0,42.0,40.0
65.0,17.0,245.0,52.0,74.0
132.0,11.0,191.0,20.0,40.0
266.0,18.0,235.0,15.0,49.0
176.0,22.0,220.0,19.0,25.0
227.0,154.0,208.0,20.0,17.0
287.0,22.0,212.0,24.0,22.0
408.0,28.0,114.0,36.0,15.0
253.0,30.0,220.0,18.0,53.0
352.0,10.0,196.0,16.0,37.0
423.0,18.0,230.0,34.0,47.0
281.0,16.0,279.0,36.0,29.0
412.0,28.0,242.0,25.0,11.0
486.0,24.0,224.0,41.0,24.0
500.0,20.0,188.0,51.0,29.0
500.0,29.0,217.0,17.0,43.0
500.0,24.0,210.0,56.0,45.0
421.0,32.0,156.0,30.0,23.0
499.0,24.0,209.0,17.0,47.0
500.0,16.0,149.0,23.0,20.0
500.0,33.0,96.0,17.0,65.0
500.0,38.0,190.0,16.0,37.0
500.0,16.0,161.0,25.0,56.0
500.0,17.0,241.0,70.0,57.0
500.0,16.0,229.0,13.0,30.0
500.0,18.0,187.0,35.0,28.0
275.0,16.0,194.0,63.0,65.0
500.0,11.0,273.0,33.0,11.0
482.0,12.0,236.0,47.0,44.0
500.0,20.0,238.0,48.0,28.0
500.0,16.0,243.0,16.0,23.0
500.0,17.0,288.0,43.0,48.0
500.0,31.0,201.0,19.0,51.0
500.0,38.0,157.0,19.0,57.0
281.0,42.0,154.0,26.0,13.0
500.0,20.0,151.0,96.0,68.0
362.0,13.0,176.0,37.0,28.0
500.0,44.0,182.0,32.0,44.0
500.0,23.0,231.0,35.0,44.0
500.0,18.0,175.0,35.0,33.0
206.0,11.0,188.0,27.0,49.0
332.0,12.0,223.0,24.0,50.0
381.0,17.0,212.0,24.0,42.0
383.0,28.0,187.0,89.0,32.0
323.0,14.0,204.0,21.0,21.0
371.0,14.0,192.0,29.0,101.0
500.0,49.0,220.0,20.0,36.0
440.0,16.0,176.0,42.0,49.0
500.0,18.0,182.0,27.0,22.0
500.0,22.0,141.0,13.0,35.0
483.0,15.0,174.0,23.0,69.0
483.0,13.0,133.0,21.0,81.0
349.0,15.0,127.0,71.0,29.0
500.0,55.0,103.0,38.0,28.0
313.0,18.0,96.0,14.0,71.0
352.0,57.0,81.0,112.0,27.0
456.0,25.0,90.0,37.0,56.0
500.0,12.0,82.0,14.0,83.0
398.0,19.0,62.0,14.0,13.0
327.0,19.0,62.0,21.0,27.0
500.0,13.0,90.0,41.0,24.0
485.0,26.0,84.0,43.0,18.0
500.0,21.0,60.0,21.0,54.0
500.0,24.0,102.0,52.0,16.0
500.0,10.0,99.0,37.0,37.0
500.0,11.0,99.0,15.0,51.0
500.0,11.0,85.0,37.0,44.0
500.0,36.0,86.0,65.0,47.0
500.0,17.0,46.0,35.0,35.0
500.0,48.0,20.0,21.0,50.0
500.0,16.0,35.0,26.0,41.0
500.0,16.0,50.0,38.0,50.0
500.0,33.0,35.0,21.0,89.0
286.0,16.0,27.0,40.0,67.0
500.0,32.0,27.0,28.0,38.0
241.0,15.0,45.0,46.0,75.0
408.0,26.0,26.0,77.0,31.0
395.0,16.0,36.0,23.0,69.0
500.0,12.0,41.0,21.0,15.0
500.0,23.0,38.0,52.0,53.0
500.0,11.0,34.0,27.0,26.0
500.0,15.0,35.0,38.0,47.0
500.0,16.0,50.0,15.0,25.0
272.0,21.0,70.0,79.0,24.0
368.0,21.0,48.0,36.0,111.0
271.0,10.0,55.0,54.0,37.0
243.0,21.0,35.0,15.0,53.0
240.0,22.0,37.0,16.0,14.0
308.0,26.0,74.0,26.0,98.0
257.0,21.0,55.0,52.0,59.0
348.0,15.0,42.0,20.0,33.0
276.0,10.0,65.0,15.0,17.0
465.0,27.0,55.0,14.0,58.0
287.0,28.0,76.0,42.0,27.0
201.0,18.0,76.0,98.0,11.0
262.0,20.0,48.0,31.0,54.0
265.0,22.0,55.0,77.0,59.0
230.0,10.0,63.0,26.0,38.0
217.0,11.0,65.0,61.0,84.0
205.0,43.0,62.0,30.0,16.0
210.0,12.0,53.0,53.0,30.0
396.0,45.0,85.0,38.0,42.0
250.0,19.0,72.0,12.0,34.0
436.0,16.0,76.0,37.0,25.0
260.0,26.0,63.0,43.0,23.0
391.0,11.0,86.0,52.0,27.0
500.0,42.0,68.0,91.0,46.0
299.0,12.0,69.0,66.0,30.0
373.0,24.0,93.0,100.0,92.0
473.0,20.0,71.0,23.0,47.0
438.0,28.0,62.0,80.0,19.0
292.0,48.0,85.0,33.0,29.0
358.0,55.0,79.0,26.0,107.0
232.0,17.0,83.0,36.0,36.0
236.0,28.0,82.0,113.0,57.0
242.0,25.0,84.0,39.0,40.0
330.0,28.0,73.0,48.0,32.0
237.0,12.0,85.0,35.0,49.0
251.0,57.0,88.0,22.0,36.0
320.0,40.0,100.0,12.0,45.0
444.0,37.0,104.0,13.0,20.0
313.0,22.0,94.0,52.0,35.0
235.0,21.0,93.0,15.0,17.0
262.0,39.0,107.0,10.0,48.0
216.0,22.0,114.0,22.0,14.0
177.0,39.0,125.0,74.0,18.0
230.0,20.0,114.0,12.0,56.0
255.0,15.0,113.0,26.0,47.0
203.0,12.0,108.0,17.0,49.0
192.0,28.0,139.0,46.0,40.0
180.0,36.0,135.0,45.0,61.0
193.0,12.0,138.0,27.0,59.0
194.0,18.0,146.0,22.0,79.0
265.0,18.0,133.0,14.0,56.0
266.0,14.0,127.0,54.0,79.0
221.0,10.0,119.0,27.0,28.0
263.0,16.0,133.0,57.0,38.0
209.0,34.0,67.0,32.0,61.0
500.0,44.0,82.0,34.0,145.0
438.0,25.0,123.0,44.0,63.0
500.0,14.0,146.0,28.0,46.0
421.0,19.0,137.0,15.0,21.0
500.0,17.0,135.0,51.0,85.0
345.0,11.0,158.0,26.0,22.0
500.0,21.0,159.0,115.0,41.0
500.0,22.0,159.0,50.0,21.0
500.0,23.0,160.0,96.0,103.0
500.0,20.0,128.0,39.0,129.0
500.0,11.0,142.0,55.0,35.0
500.0,18.0,124.0,23.0,40.0
500.0,23.0,125.0,42.0,81.0
500.0,53.0,143.0,29.0,46.0
500.0,13.0,116.0,59.0,67.0
500.0,33.0,149.0,35.0,37.0
500.0,31.0,148.0,24.0,26.0
500.0,24.0,173.0,84.0,48.0
500.0,18.0,138.0,44.0,20.0
500.0,52.0,152.0,114.0,41.0
500.0,43.0,212.0,53.0,60.0
500.0,32.0,256.0,20.0,57.0
500.0,22.0,20.0,41.0,90.0
500.0,26.0,152.0,17.0,30.0
163.0,16.0,127.0,46.0,93.0
500.0,43.0,185.0,43.0,32.0
500.0,105.0,162.0,45.0,129.0
500.0,27.0,182.0,36.0,98.0
500.0,11.0,192.0,42.0,67.0
500.0,27.0,175.0,92.0,33.0
500.0,17.0,166.0,59.0,89.0
500.0,72.0,149.0,55.0,31.0
500.0,18.0,180.0,54.0,55.0
500.0,23.0,190.0,75.0,142.0
500.0,17.0,169.0,33.0,104.0
500.0,25.0,203.0,15.0,87.0
500.0,16.0,214.0,95.0,57.0
500.0,16.0,206.0,40.0,15.0
300.0,16.0,204.0,35.0,40.0
500.0,40.0,273.0,112.0,74.0
500.0,15.0,19.0,22.0,63.0
500.0,13.0,216.0,29.0,68.0
500.0,17.0,99.0,63.0,153.0
500.0,25.0,164.0,74.0,67.0
500.0,70.0,160.0,48.0,21.0
500.0,13.0,76.0,23.0,79.0
500.0,21.0,347.0,37.0,37.0
120.0,19.0,342.0,46.0,37.0
500.0,13.0,28.0,71.0,51.0
500.0,15.0,257.0,36.0,20.0
500.0,16.0,500.0,53.0,45.0
500.0,14.0,500.0,33.0,47.0
500.0,46.0,431.0,56.0,91.0
500.0,16.0,500.0,31.0,88.0
500.0,14.0,500.0,31.0,24.0
500.0,23.0,117.0,31.0,58.0
500.0,14.0,116.0,29.0,49.0
500.0,53.0,131.0,63.0,28.0
449.0,19.0,188.0,68.0,33.0
500.0,16.0,218.0,55.0,33.0
500.0,11.0,212.0,52.0,64.0
500.0,28.0,246.0,26.0,77.0
500.0,24.0,276.0,16.0,33.0
500.0,29.0,273.0,50.0,18.0
500.0,22.0,315.0,21.0,24.0
500.0,77.0,500.0,22.0,18.0
500.0,27.0,500.0,60.0,47.0
262.0,18.0,500.0,61.0,131.0
500.0,11.0,489.0,68.0,83.0
500.0,38.0,405.0,106.0,29.0
500.0,11.0,192.0,102.0,26.0
500.0,21.0,178.0,35.0,56.0
500.0,14.0,167.0,18.0,28.0
500.0,17.0,197.0,35.0,48.0
500.0,60.0,194.0,48.0,66.0
500.0,27.0,304.0,181.0,16.0
448.0,40.0,309.0,109.0,100.0
500.0,25.0,302.0,68.0,16.0
500.0,15.0,281.0,113.0,63.0
500.0,21.0,266.0,95.0,39.0
500.0,26.0,226.0,56.0,54.0
500.0,12.0,289.0,41.0,52.0
500.0,15.0,222.0,38.0,38.0
500.0,13.0,229.0,63.0,56.0
500.0,19.0,237.0,88.0,83.0
258.0,30.0,248.0,64.0,34.0
330.0,17.0,243.0,81.0,42.0
500.0,45.0,245.0,28.0,59.0
500.0,21.0,301.0,20.0,109.0
391.0,18.0,288.0,40.0,104.0
291.0,52.0,348.0,97.0,140.0
371.0,18.0,394.0,28.0,19.0
415.0,14.0,399.0,37.0,157.0
387.0,27.0,347.0,75.0,80.0
280.0,37.0,271.0,59.0,58.0
231.0,18.0,226.0,20.0,32.0
310.0,30.0,198.0,50.0,75.0
278.0,23.0,168.0,49.0,56.0
174.0,18.0,220.0,19.0,155.0
255.0,21.0,193.0,62.0,107.0
176.0,34.0,200.0,18.0,75.0
182.0,42.0,193.0,88.0,53.0
347.0,17.0,187.0,34.0,65.0
271.0,30.0,185.0,119.0,16.0
337.0,24.0,156.0,64.0,80.0
241.0,9.0,162.0,73.0,29.0
213.0,31.0,153.0,33.0,38.0
354.0,44.0,157.0,49.0,155.0
318.0,43.0,175.0,28.0,114.0
434.0,27.0,157.0,36.0,41.0
496.0,11.0,123.0,36.0,45.0
311.0,13.0,107.0,97.0,37.0
423.0,36.0,65.0,106.0,30.0
500.0,32.0,114.0,129.0,35.0
500.0,9.0,36.0,68.0,35.0
500.0,15.0,116.0,127.0,91.0
500.0,15.0,122.0,26.0,30.0
500.0,18.0,115.0,47.0,45.0
488.0,19.0,100.0,65.0,69.0
500.0,78.0,15.0,89.0,71.0
426.0,15.0,27.0,99.0,66.0
500.0,19.0,21.0,34.0,58.0
475.0,18.0,94.0,34.0,73.0
500.0,60.0,94.0,95.0,125.0
452.0,12.0,22.0,39.0,38.0
363.0,45.0,93.0,19.0,51.0
500.0,24.0,121.0,40.0,46.0
486.0,24.0,105.0,42.0,58.0
500.0,12.0,127.0,72.0,63.0
500.0,29.0,137.0,30.0,80.0
500.0,10.0,127.0,43.0,96.0
374.0,12.0,120.0,50.0,79.0
500.0,9.0,153.0,47.0,117.0
248.0,17.0,137.0,57.0,52.0
388.0,12.0,132.0,20.0,68.0
500.0,27.0,115.0,27.0,87.0
289.0,48.0,110.0,71.0,20.0
331.0,26.0,96.0,72.0,181.0
291.0,28.0,113.0,23.0,45.0
500.0,12.0,98.0,94.0,87.0
500.0,30.0,135.0,34.0,37.0
500.0,19.0,123.0,24.0,69.0
500.0,29.0,154.0,43.0,86.0
500.0,9.0,172.0,67.0,141.0
500.0,54.0,170.0,32.0,58.0
500.0,25.0,199.0,32.0,121.0
500.0,39.0,184.0,54.0,99.0
500.0,26.0,170.0,47.0,138.0
500.0,9.0,186.0,62.0,43.0
500.0,40.0,185.0,39.0,108.0
500.0,28.0,220.0,78.0,267.0
500.0,23.0,239.0,33.0,75.0
500.0,18.0,249.0,121.0,123.0
500.0,13.0,205.0,97.0,100.0
500.0,31.0,224.0,104.0,55.0
500.0,15.0,230.0,64.0,87.0
500.0,38.0,253.0,93.0,111.0
347.0,84.0,345.0,89.0,15.0
500.0,18.0,457.0,58.0,84.0
500.0,14.0,216.0,50.0,83.0
500.0,36.0,341.0,32.0,124.0
500.0,30.0,460.0,32.0,110.0
500.0,15.0,424.0,173.0,175.0
500.0,18.0,365.0,47.0,66.0
500.0,21.0,253.0,56.0,116.0
500.0,10.0,201.0,104.0,117.0
500.0,23.0,216.0,29.0,29.0
500.0,31.0,198.0,59.0,94.0
500.0,13.0,187.0,42.0,93.0
500.0,13.0,216.0,46.0,25.0
500.0,22.0,201.0,33.0,158.0
500.0,28.0,209.0,79.0,19.0
500.0,32.0,206.0,33.0,200.0
468.0,19.0,198.0,90.0,129.0
500.0,10.0,210.0,146.0,83.0
500.0,20.0,226.0,132.0,78.0
500.0,25.0,219.0,43.0,44.0
500.0,27.0,232.0,55.0,112.0
500.0,15.0,208.0,31.0,99.0
500.0,29.0,250.0,65.0,45.0
500.0,47.0,210.0,81.0,182.0
500.0,28.0,237.0,65.0,53.0
500.0,16.0,238.0,158.0,54.0
500.0,14.0,283.0,60.0,14.0
263.0,15.0,287.0,133.0,39.0
500.0,15.0,500.0,106.0,16.0
500.0,67.0,500.0,67.0,35.0
500.0,18.0,500.0,75.0,56.0
475.0,26.0,500.0,215.0,127.0
259.0,30.0,500.0,92.0,146.0
500.0,21.0,500.0,124.0,57.0
500.0,20.0,500.0,48.0,120.0
500.0,23.0,500.0,20.0,21.0
500.0,16.0,410.0,32.0,121.0
500.0,34.0,500.0,76.0,50.0
500.0,14.0,500.0,166.0,117.0
500.0,49.0,500.0,131.0,149.0
500.0,55.0,492.0,29.0,81.0
500.0,38.0,500.0,333.0,50.0
500.0,17.0,500.0,51.0,133.0
500.0,12.0,500.0,142.0,174.0
500.0,15.0,500.0,52.0,84.0
500.0,19.0,500.0,178.0,100.0
500.0,18.0,500.0,49.0,110.0
500.0,43.0,500.0,107.0,114.0
500.0,65.0,426.0,64.0,119.0
500.0,25.0,145.0,49.0,170.0
500.0,32.0,500.0,58.0,30.0
500.0,14.0,500.0,201.0,91.0
500.0,20.0,461.0,29.0,69.0
500.0,40.0,500.0,36.0,109.0
500.0,19.0,500.0,16.0,194.0
500.0,18.0,500.0,90.0,167.0
500.0,28.0,500.0,152.0,43.0
500.0,15.0,500.0,30.0,108.0
500.0,14.0,500.0,32.0,112.0
500.0,17.0,500.0,93.0,87.0
500.0,19.0,500.0,64.0,47.0
500.0,15.0,500.0,189.0,101.0
500.0,16.0,500.0,19.0,14.0
500.0,11.0,500.0,65.0,44.0
500.0,26.0,500.0,44.0,46.0
500.0,15.0,500.0,228.0,143.0
500.0,13.0,500.0,148.0,57.0
500.0,20.0,500.0,81.0,167.0
500.0,42.0,500.0,101.0,112.0
500.0,15.0,500.0,59.0,25.0
500.0,14.0,500.0,107.0,128.0
500.0,24.0,467.0,142.0,158.0
500.0,35.0,440.0,134.0,61.0
500.0,30.0,271.0,147.0,134.0
500.0,21.0,229.0,210.0,139.0
500.0,62.0,251.0,25.0,200.0
500.0,14.0,216.0,35.0,137.0
261.0,12.0,228.0,41.0,144.0
500.0,62.0,275.0,92.0,167.0
500.0,19.0,284.0,59.0,71.0
500.0,26.0,250.0,103.0,218.0
500.0,50.0,264.0,233.0,132.0
500.0,23.0,266.0,120.0,103.0
500.0,12.0,232.0,97.0,111.0
500.0,70.0,239.0,164.0,122.0
500.0,11.0,230.0,184.0,145.0
500.0,16.0,252.0,240.0,83.0
500.0,10.0,242.0,30.0,25.0
500.0,21.0,258.0,53.0,67.0
500.0,39.0,234.0,55.0,40.0
500.0,23.0,253.0,163.0,196.0
500.0,26.0,269.0,114.0,85.0
500.0,25.0,221.0,215.0,149.0
500.0,23.0,184.0,217.0,171.0
500.0,29.0,169.0,314.0,146.0
